,artist,song_id,title,url,lyrics
40,Koe Wetzel & Jessie Murph,10387088,High Road,https://genius.com/Koe-wetzel-and-jessie-murph-high-road-lyrics,"8 ContributorsTranslationsEspañolHigh Road Lyrics
I can tell that you're mad
And I ain't half surprised about that
Since the day that we met
It's always who cuts first and never who bleeds last
Rumors always turn into yelling and fighting
And once it's in your mind, only one way you're driving

I know, I know
I'ma take the high road, maybe get stoned
Have a little too much of something terrible
I'ma let you cool down while I walk out
You ain't messing me up like the times before
I don't need a ticket to your shit show
Knock yourself out and hit a new low
Well I'ma take the high road, take the high road, take the high road

You don't wanna talk about it, boy, that's no surprisе
You come home smelling likе liquor like every other night
If I catch you with her, you gon' catch me with him
You think I don't hear about it, you better think again
You know that rumors always turn into yelling and fighting
And once it's in my mind, only one way I'm driving
You might also like
You know, I know
I'ma take the high road, maybe get stoned
Have a little too much of something terrible
I'ma let you cool down while I walk out
You ain't messing me up like the times before
I don't need a ticket to your shit show
Knock yourself out and hit a new low
Well I'ma take the high road, take the high road, take the high road
Whoa, whoa


I'ma take the high road, maybe get stoned
Have a little too much of something terrible
I'ma let you cool down while I walk out
You ain't messing me up like the times before
And I don't need a ticket to your shit show
Knock yourself out and hit a new low
Well I'ma take the high road, take the high road, take the high road
I'ma take the high road, take the high road, take the high road
Oh, yeah, yeah, mmEmbed"
41,The Weeknd,10828188,Dancing In The Flames,https://genius.com/The-weeknd-dancing-in-the-flames-lyrics,"106 ContributorsTranslationsPortuguêsTürkçeEspañolDeutschFrançais中文УкраїнськаDancing In The Flames Lyrics
(Yeah)

Traffic dies while we are racin' home
Melted lights cover the open road
I hope we make it 'cause I've been chasin'
Another odyssey, oh

I can't wait to see your face
Crash when we're switchin' lanes
My love's beyond the pain
But if I miss the brake
We're dancin' in the flames
It's indescribable

Ooh, yeah

""The world can't heal,"" they say on the radio (Oh, no)
So grab the wheel, want you to be in control
We're dodgin' headlights, and you say, ""Hold tight""
Another odyssey, oh, hey
See The Weeknd LiveGet tickets as low as $55You might also like
I can't wait to see your face
Crash when we're switchin' lanes
My love's beyond the pain
But if I miss the brake
We're dancin' in the flames
It's indescribable

Ooh (Indescribable), oh
Ooh
Everything's faded, we barely made it
The fire's ragin' but you're still beautiful
And it's amazin' 'cause I can taste it
Our final odyssey, oh

I can't (I can't) wait to see your face (Can't wait to see, ha)
Crash when we're switchin' lanes
My love's beyond the pain (Hey)
But if I miss the brake
We're dancin' in the flames (Dancin' in the flames)
So just have faith (Just have faith in me)
We'll never be the same (We'll never be, never be)
It's indescribable
Ooh (Indescribable), oh, hey
Ooh (Indescribable)15Embed"
42,Zach Bryan,10271485,28,https://genius.com/Zach-bryan-28-lyrics,"19 ContributorsTranslationsEspañol28 Lyrics
You took a train to the south side of Boston
You showed me where your old man stayed
Took twenty-eight years of blood I was lost in
To feel loved on my own birthday
And I always felt like I's in between somethin'
Like home and somewhere far away
But tonight on the west side in a bar out in Brooklyn
I saw tears outline your face

How lucky are we?
It's been a hell of a week, but you're all grown now
There's smoke seepin' out of your bloody teeth
But you're home somehow

And I'll be upstairs with the guitar I's given
When I was barely fourteen
When did McGlinchеy's get so crowded
And why are thе crowds so damn green?
I lost my mind on the streets of the city
And maybe I lost all hope too
Took twenty-eight years of blood pumpin' through me
To get to this evening with you
See Zach Bryan LiveGet tickets as low as $111You might also like
How lucky are we?
It's been a hell of a week, but we're all grown now
There's smoke seepin' out of the bar down the street
But we're home somehow

How lucky are we?
It's been a hell of a week and we're all grown now
There's smoke seepin' out of the bar down the street
But we're home somehow

You took a train to the south side of Boston
You showed me where your whole heart stayed
Took twenty-eight years of blood pumpin' through me
To feel loved on my own birthdayEmbed"
43,Tucker Wetmore,10153145,Wind Up Missin’ You,https://genius.com/Tucker-wetmore-wind-up-missin-you-lyrics,"10 ContributorsTranslationsEspañolPortuguêsWind Up Missin’ You Lyrics
I know I might look like
Another ball cap on a bar stool
Underneath a PBR light
Sayin' everything under the moon
To get you into my arms tonight
You probably heard it all a thousand times
But it ain't what it looks like
Girl, let me tell you what it looks like

You look like waves on a sunset
And you can crash on me all night
You look like wine in a truck bed
A little what I'm doin' for the rest of my life 'cause
You look like I'm done lookin'
But girl the hard truth is
If this night don't turn into two
You look like I'm gonna wind up missin' you

I gotta tell you, baby, I've been
The kind of boy your daddy never wanted
You to go and fall in love with
The kinda boys you're probably done with their dumb shit, yeah
I bet you heard the stories and
Can't say I'm proud of that, but
I've turned the page on the old me
And now I ain't lookin' back 'cause
You might also like
You look like waves on a sunset
And you can crash on me all night
And you look like wine in a truck bed
A little what I'm doin' for the rest of my life 'cause
You look like I'm done lookin'
But girl the hard truth is
If this night don't turn into two
You look like I'm gonna wind up missin'

Missin' you in the mornin'
Probably for the next few years
When I look back on it
I'll still see you right here

You look like waves on a sunset
And you can crash on me all night
And you look like wine in a truck bed
A little what I'm doin' for the rest of my life 'cause
You look like I'm done lookin'
But girl the hard truth is
If this night don't turn into two
You look like I'm gonna wind up missin' you
Wind up missin' you
Wind up missin' youEmbed"
44,Sabrina Carpenter,10628613,Good Graces,https://genius.com/Sabrina-carpenter-good-graces-lyrics,"53 ContributorsTranslationsTiếng ViệtPolskiEspañolСрпскиPortuguêsItalianoМакедонскиDeutschไทย / Phasa ThaiFrançais中文CatalàTürkçeБеларускаяУкраїнськаРусскийΕλληνικάGood Graces Lyrics
(I won't give a fuck about you)
Oh, mm
(I won't give a fuck about you)
Mm

When I love you, I'm sweet like an angel
Drawin' hearts 'round our names
And dreamin' of writing vows, rockin' cradles
Don't mistake my nice for naive

I don't waste a second, I know lots of guys
You do somethin' suspect, this cute ass bye-bye
Like, ooh
Baby, you say you really like it being mine?
So let me give you some advice

Boy, it's not that complicated
You should stay in my good graces
Or I'll switch it up like that so fast
'Cause no one's more amazin'
At turnin' lovin' into hatred
Boy, it's not that complicated
You should stay in my good graces
Or I'll switch it up like that (Like that) so fast (So fast)
'Cause no one's more amazin'
At turnin' lovin' into hatred
See Sabrina Carpenter LiveGet tickets as low as $105You might also like
I won't give a fuck about you
I won't give a fuck about you
I won't give a fuck about you
That was cool
I won't give a fuck about you (Oh)
I won't give a fuck about you
I won't give a fuck about you
Yeah

I'll tell the world you finish your chores prematurely
Break my heart and I swear I'm movin' on
With your favorite athlete
Shoot his shot every night

Want you every second, don't need other guys
You do somethin' sus, kiss my cute ass bye

Boy, it's not that complicated
You should stay in my good graces (Ah)
Or I'll switch it up like that so fast
'Cause no one's more amazin' (Amazin')
At turnin' lovin' into hatred
Boy, it's not that complicated (No)
You should stay in my good graces (Ah)
Or I'll switch it up like that (Like that) so fast (So fast)
'Cause no one's more amazin'
At turnin' lovin' into hatred
I won't give a fuck about you
I won't give a fuck about you
I won't give a fuck about you
Oh, no
I won't give a fuck about you (Oh)
I won't give a fuck about you
I won't give a fuck about you
Oh

No, I won't
I won't give a fuck about you, no, I won't
(I won't, I won't, I won't)
No, I won't
I won't give a fuck about you, no, I won't
(I won't, I won't, I won't)7Embed"
45,Sabrina Carpenter,10628603,Juno,https://genius.com/Sabrina-carpenter-juno-lyrics,"71 ContributorsTranslationsEspañolPortuguêsСрпскиTiếng ViệtDeutschPolskiFrançaisМакедонскиHebrewTürkçe中文БеларускаяУкраїнськаΕλληνικάРусскийItalianoไทย / Phasa ThaiJuno Lyrics
(Ooh, ah-ah, ooh)

Don't have to tell your hot ass a thing
Oh yeah, you just get it
Whole package, babe, I like the way you fit
God bless your dad's genetics, mm, uh

You make me wanna make you fall in love
Oh, late at night, I'm thinking 'bout you, ah-ah
Wanna try out my fuzzy pink handcuffs?
Oh, I hear you knockin', baby, come on up

I know you want my touch for life
If you love me right, then who knows?
I might let you make me Juno
You know I just might
Let you lock me down tonight
One of me is cute, but two though?
Give it to me, baby
You make me wanna make you fall in love (Oh)

I showed my friends, then we high-fived (Ah-ah)
Sorry if you feel objеctified (Ah-ah)
Can't help myself, hormonеs are high
Give me more than just some butterflies
See Sabrina Carpenter LiveGet tickets as low as $105You might also like
You make me wanna make you fall in love
Oh, late at night, I'm thinking 'bout you, ah-ah
Wanna try out some freaky positions?
Have you ever tried this one?

I know you want my touch for life
If you love me right, then who knows?
I might let you make me Juno
You know I just might
Let you lock me down tonight
One of me is cute, but two though?
Give it to me, baby
You make me wanna make you fall in love

Adore me
Hold me and explore me
Mark your territory (Ah-ah)
Tell me I'm the only, only, only, only one (Ah-ah)
Adore me
Hold me and explore me (Ah-ah)
I'm so fuckin' horny
Tell me I'm the only, only, only, only one
Ah
Ooh-ooh

(Oh, I) I know you want my touch for life
If you love me right, then who knows?
I might let you make me Juno
You know I just might (Might)
Let you lock me down tonight
One of me is cute, but two though?
Give it to me, baby
You make me wanna make you fall in love5Embed"
46,Benson Boone,9927114,Slow It Down,https://genius.com/Benson-boone-slow-it-down-lyrics,"21 ContributorsTranslationsDeutschУкраїнськаEspañolNorsk (bokmål / riksmål)Slow It Down Lyrics
I'd never met you, but I wanted
To invite you to the party
Then you walked in with those green eyes
Never stolen by nobody
And they flicker to the future
For a moment, I could picture
Then you touch me and I come back
And we're talking on the staircase
'Bout your big dreams on the big screens
Out of Georgia, now you're lonely in this city
Lyin' with me
And you're scared it's movin' quickly
Oh, now you're crying, you're in pieces
'Cause the only love you've ever known is Jesus
I can feel it
Oh, I hate that I'm the reason that you're

In your head right now
While your world is spinning out

So slow it down
Take a moment now
We're too young to drown
Deep in dirty waters
Full of hopeless doubt
Let me pull you out
Let me hold you now
Let me slow it down
See Benson Boone LiveGet tickets as low as $71You might also like
Ain't it funny how it changes?
How the future rearranges
I get nervous, oh, I'm anxious
Maybe loving you is dangerous
I could lose you like the others
Only girl that's never left me is my mother
Oh, I love her
And I know you'll probably hate it, but I'm

In my head right now

So slow it down
Take a moment now
We're too young to drown
Deep in dirty waters
Full of hopeless doubt
Let me pull you out
Let me hold you now
Let me (Slow it down)

Slow it down
When you're on the ground
And you're crying
I'm trying (Slow it down)
To slow it down
When you're spinning 'round
In your head
(Ooh-ooh-ooh, ooh-ooh)
I'll help you slow it down3Embed"
47,Peso Pluma & Neton Vega,10444977,LA PATRULLA,https://genius.com/Peso-pluma-and-neton-vega-la-patrulla-lyrics,"12 ContributorsTranslationsEnglishLA PATRULLA Lyrics

Miren, ¿quién lo pensaría?
El muchacho se fue pa' arriba
Le sobra la calidad
De varias la ha librado andando en la patrulla
Las ganas de superarme por las noches me perturban
Sigo siendo el mismo, solo que cambie los planes y los medios zumban
Y de repente nos vamos de rumba
Porque hoy se puede hacer lo que me gusta
Los doble cara me caen en la punta
Y lo peor del caso que de esos abundan

Me muero si tú no estás
Véngase pa' acá, mi nena, mamá
Véngase, márqueme a mi celular
Te quiero acariciar y tu pelo rozar

Así nomás, compa Neton, pa' que sepan, viejo
Y así suena la Doble P, viejillo
Jálese la greña

Todo le he aprendido al viejo, bien firmes con su bandera
Prohibido decir su nombre, da la vuelta al mundo y en su jet despega
Siente el peligro y la Glock desenfunda
No digo el nombre por si se preguntan
Uno de uva aquí me vo'a prender
De varias la ha librado andando en la patrulla
You might also like
Me muero si tú no estás
Véngase pa' acá, mi nena, mamá
Llámame, márcame a mi celular
Te quiero acariciar y tu pelo rozar1Embed"
48,Megan Thee Stallion,10559500,Mamushi,https://genius.com/Megan-thee-stallion-mamushi-lyrics,"72 ContributorsTranslationsRomanizationEnglishEspañolРусскийItalianoFrançaisPolskiDeutschMamushi Lyrics

(Koshy アッツー)
私は スター
スター ミーガン
Ah
雄喜 千葉

I get money, I'm a star, star, star
Star, star, star, star
I get money, I'm a star, star, star
Star, star, star, star
お金 稼ぐ 俺らは スター
お金 稼ぐ 私は スター
スター、スター、スター、スター、キラキラ
私は スター (Real hot girl shit)

He know who I am, ain't had to say my name
Stack it up like Tetris, but this money ain't a game
私、可愛い いい体
Drinkin' out the bottle, gettin' twisted, Maruchan
Big exotic, Hermès, this a croc', hmm
Watch too expensive, ain't no way I'm gettin' clocked, hmm
I think I'm so sexy, every shirt I own is cropped, hmm
So many carats, diamonds do the bunny hop (Ah)
In the US or Japan, if he meet me, he gon' bow
I got yen for your friends, if they pretty, bring 'em out
Goin' dumb in Madam Woo, pourin' sake in they mouth
Told him put me on his plate, bring them chopsticks to the south
You might also like
I gеt money, I'm a star, star, star
Star, star, star, star
I get money, I'm a star, star, star
Star, star, star, star
お金 稼ぐ 俺らは スター
お金 稼ぐ 私は スター
スター、スター、スター、スター、キラキラ
私は スター

流れる  星たち どこに向かう？
また 願い叶えながら暮らす
ジュエリー身につけたまま歌う
スター達が集まったスタジオ
夜な夜な酒たくさん並ぶアジト
さっきまで六本木で収録ラジオ
そっからテレビ撮影するはしご
カメラたち追いかけてる俺たちを
大好きピカピカのダイヤ
暗いとこ輝いてる毎晩
Nicе to meet you する挨拶
I'm so happy ありがたいな

I get money, I'm a star, star, star
Star, star, star, star
I get money, I'm a star, star, star
Star, star, star, star
お金 稼ぐ 俺らは スター
お金 稼ぐ 私は スター
スター、スター、スター、スター、キラキラ
私は スター7Embed"
49,Luke Bryan,10114891,"Love You, Miss You, Mean It",https://genius.com/Luke-bryan-love-you-miss-you-mean-it-lyrics,"8 ContributorsTranslationsEspañolLove You, Miss You, Mean It Lyrics
We were small-town meant to be
My momma loved her, her daddy loved me
We burned up the road between her house and mine
We'd kiss in her driveway
And by the time I hit the highway
She called to tell me goodnight one more time

And she'd say, ""Love you, miss you, mean it
Boy, I'll see you when I'm dreamin'
I can't wait to feel you hold me again
Till then, I'll be countin' down the minutes
I'll be climbin' up these walls
Your kiss, I want it, need it
Love you, miss you, mean it, baby""

When graduation came
UGA was callin' her name
We thought two hundred miles wasn't nothin' we couldn't get through
But after that first fall
The time got longer between the calls
And I couldn't help but wonder what happened to

My little love you, miss you, mean it
Girl, I'll see you when I'm dreamin'
I can't wait to feel you hold me again
Till then I'll be countin' down the minutes
I'll be climbin' up these walls
Your kiss, I want it, need it
Love you, miss you, mean it, baby, yeah
(Woo, uh)
See Luke Bryan LiveGet tickets as low as $102You might also like
Years went by, pages got turned
But I never did forget about her
Late one night, out of the blue
My phone lit up and my heart did too

She said, ""I don't know about you
But I love you, miss you, meant it
I still see you when I'm dreamin'
I just wanna feel you hold me again
And I've been countin' down the minutes
I'll keep climbin' up these walls
Your kiss, I want it, need it
Love you, miss you, mean it, baby""

(Love you, miss you, mean it)
Love you, miss you, mean it, baby
(Love you, miss you, mean it)
Love you, miss you, mean it, babyEmbed"
50,Charli xcx,10235578,360,https://genius.com/Charli-xcx-360-lyrics,"116 ContributorsTranslationsPolskiEspañolDanskLatviešuLietuviųItalianoБеларускаяPortuguêsРусскийTürkçe한국어FrançaisΕλληνικάDeutschHebrew360 Lyrics
I went my own way and I made it
I'm your favorite reference, baby
Call me Gabbriette, you're so inspired
Ah, ah
I'm tectonic, moves, I make 'em
Shock you like defibrillators
No style? I can't relate
I'll always be the one, ah

Drop down, yeah
Put the camera flash on
So stylish
Baby tee is all gone
Drop down, yeah
Lookin' like an icon
Work angles, yeah

Yeah, 360
When you're in the mirror, do you like what you see?
When you're in the mirror, you're just looking at me
I'm everywhere, I'm so Julia
Ah-ah, ah
When you're in the party b-b-bumpin' that beat
666 with a princess streak
I'm everywhere, I'm so Julia
Ah-ah, ah
See Charli xcx LiveGet tickets as low as $70You might also like
Bumpin' that
Bumpin' that
Bumpin' that

That city sewer slut's the vibe
Internationally recognized
I set the tone, it's my design
And it's stuck in your mind
Legacy is undebated
You gon' jump if A. G. made it
If you love it, if you hate it
I don't fucking care what you think

Drop down, yeah
Put the camera flash on
So stylish
Baby tee is all gone
Drop down, yeah
Lookin' like an icon
Work angles, yeah

Yeah, 360
When you're in the mirror, do you like what you see?
When you're in the mirror, you're just looking at me
I'm everywhere, I'm so Julia
Ah-ah, ah
When you're in the party b-b-bumpin' that beat
666 with a princess streak
I'm everywhere, I'm so Julia
Ah-ah, ah
Bumpin' that
Bumpin' that
Bumpin' that
Ah-ah, ah
Bumpin' that
Bumpin' that
Bumpin' that
Ah-ah, ah8Embed"
51,Tito Double P & Peso Pluma,10773004,DOS DÍAS,https://genius.com/Tito-double-p-and-peso-pluma-dos-dias-lyrics,"4 ContributorsTranslationsEnglishDOS DÍAS Lyrics

Un, dos, tres
Un, dos, tres

Unos tragos pa' la panza
Ese periquito, la neta, nomás no se baja
Ando atravesado porque no me dices qué pasa
Dos días enojada, dos días que no me habla'
Otra de tus payasadas
Yo aquí con los panas y tú siempre de exagerada
Cuando dices ""te quiero"", mija, nomás no te creo nada
Todo lo que planeaba se nos fue a la chingada

Mira en qué me convertí
Me encantan las pacas, me mama el dinero
Baby, yo te lo advertí
Que estando solito yo era un cagadero
No fui yo, sino por ti
Quе me hice adicto a andar en еsta loquera
Guacha lo que conseguí
Un chingo de culos y ni uno me llena
You might also like
Ay, mamá
Tito Double P, ah
Así suena la puta Doble P, compa Tito
Ay-ay-ay
Chau

El polvo ya ni me pasa
Me contestas a medias, mi niña, ya dime qué tranza
Me acordé de las noches que chingamos allá en tu sala
Pues pasé por tu casa y saludé a tu mamá

Mira en qué me convertí
Me encantan las pacas, me mama el dinero
Baby, yo te lo advertí
Que estando solito yo era un cagadero
No fui yo, sino por ti
Que me hice adicto a andar en esta loquera
Guacha lo que conseguí
Un chingo de culos y ni uno me llenaEmbed"
52,"NLE Choppa, 41 & Kyle Richh",10832795,Or What,https://genius.com/Nle-choppa-41-and-kyle-richh-or-what-lyrics,"26 ContributorsOr What Lyrics
(EMRLD)
Fuck
Bitch, is we fuckin' or what? (Damn)
Ayy, ayy, ayy, ayy
Ayy, ayy, ayy, ayy
Let me nut on your butt (Damn)
Ayy, ayy, ayy, ayy
Ayy, ayy, ayy, ayy
Fuck

Is we fuckin' tonight?
Toes right and her pussy is tight
Like, she ride my dick like a bike
Like, I beat the pussy like fight night
Scary movie, she wanna record it, we watch it again like the hot ice
Baby, you know you my type, type

Feel like Freddy, together for five nights
She in love through the dash like a hyphen
Can't spend no time with these bitches, I'm timeless
Said she sick of mе, she caught the itis
I feel like Trav', in this room, I'm thе highest
We could lay up and look at the starlights
If she not fuckin', she gotta get depart, like (It's Carter, dickhead)
Girl, we been huggin' and cuddlin' all night
Is we fuckin' or what? (Grrah, bang)
You might also like
Pretty, but she hard to solve like a riddle
Yeah, once I touch it, it jiggle
If we get drunk enough, we could kiss
Is we fuckin'? I'm not tryna see what them hips do
Yeah, brown skin joint with a dimple
Light skin, she like, ""I buy it, it's simple""
12 a.m., after dark, I'm a slut
Don't got time for no games, is we fuckin' or what?

Ayy, ayy, ayy, ayy
Ayy, ayy, ayy, ayy
Let me nut on your butt
Ayy, ayy, ayy, ayy
Ayy, ayy, ayy, ayy (Phew)

Is we fuckin' or not?
I got a whole 'nother ho in the spot (Phew)
I'm tryna tie that bitch up like a knot (Knot)
She thick like O's in a pot
She wanna fuck at the Ritz
She know that I'm rich
But really ain't throwin' no fits
But she throw it back on that dick
Throw up on it like you sick
Don't tell nobody
Think I'm in love with a ratchet
Two seats when we ride in traffic
Twin G-locks, we matchin'
She don't know her dad, but she call me, ""Daddy""
She want a thug, she need some love, she wanna get off them drugs
When you take this pink pill, bae, is we fuckin' or what? (Ooh)
If I was a bad bitch (Ooh)
If I was a ratchet (Let me nut on your butt, ooh)
If I was a bad bitch
I'd wanna fuck me too
Yes, I love pills and Percocets, yes, yes (Let's go)
I— I love pills and Percocets, yes, let's fuck (Let's go, let's go, yeah)

Ayy, ayy, ayy, ayy
Ayy, ayy, ayy, ayy
Let me nut on your butt (Let's fuck)
Ayy, ayy, ayy, ayy
Ayy, ayy, ayy, ayy (Let's fuck)2Embed"
53,Real Boston Richey,10474552,Help Me,https://genius.com/Real-boston-richey-help-me-lyrics,"8 ContributorsHelp Me Lyrics
At this point, it's like I'm beggin'
Shit, if I gotta fight for love, then, shit
It's like I don't even, I don't even want it
(Known to let that MAC fly just like my nigga Doe, bah)
Help me
Baby, can you help me?
Baby, can you help me?
Baby, can you help me?

I'm tryna get my life together, leave these hoes alone
Pray to God I can leave the streets, this thuggin' shit gettin' more than old
Baby, please don't leave, but every day, her hеart get more than cold
I'm tired of pipin' thеse bitches up, on top of shit like provolone
I'm tryna run my digits up, at the same time, watch what them crackers on
Bitch, I call, you ain't pickin' up, what the fuck these hoes be on?
I just went bought fourteen acres, used to stay up in the mobile homes
Need a bad bitch with low body count to put my focus on
Nigga, he tried to end my career, truth be told, I don't fuck with holmes
So many bad bitches up in here, which one of them I'm takin' home?
Bitch, I'm ballin' on all these niggas, same court that the Lakers on
I'm more wealthy than all these niggas, baby girl, my paper long

Do you love me? Do you trust me?
Say you got my back, but it's that paper got you wanna fuck me
Can I keep it real for a second, baby? Would you judge me?
I can't lie, I ain't been the same ever since them niggas stuck me
That shit corrupt me
I'ma get that get-back even if I get life, trust me
'Til the end, nigga, I'm kicked back in the cut poppin' up on bubbly
Look your nigga in the eyes and tell him I say he can't fuck with me
If I take her to my house, stick it in, that lil' bitch stuck with me
See Real Boston Richey LiveGet tickets as low as $66You might also like
Lil' bitch playin' mind games, tryna trick my mindframe
You block me, bitch, I won't call you back, I promise it's just a mind thing
In that Hellcat, hit the gas, you hear that whine, ain't it?
Upped a hundred pack, I'm talkin' way before I got signed, baby
Why I ain't got no hit song yet? 'Cause I guess it ain't my time yet
Promise to stay down with this shit until my eyes go blind, yeah
Told you, bitch, I'm done with all that cheatin', stop that cryin', yeah
Same shit I said the last time, but I ain't done yet
Fuckin' another bitch, I told you I'm out here gettin' mon', yeah
Told you I'm on the way, but I'm still fuckin', bitch, I ain't cum yet
Bought you another whip, but you just speak on what I ain't done yet
Yeah, I cheated on you, but you were the realest bitch, I love that

Do you love me? Do you trust me?
Say you got my back, but it's that paper got you wanna fuck me
Can I keep it real for a second, baby? Would you judge me?
I can't lie, I ain't been the same ever since them niggas stuck me
That shit corrupt me
I'ma get that get-back even if I get life, trust me
'Til the end, nigga, I'm kicked back in the cut poppin' up on bubbly
Look your nigga in the eyes and tell him I say he can't fuck with me
If I take her to my house, stick it in, that lil' bitch stuck with meEmbed"
54,Addison Rae,10731051,Diet Pepsi,https://genius.com/Addison-rae-diet-pepsi-lyrics,"58 ContributorsTranslationsEspañolPortuguêsDiet Pepsi Lyrics
My boy's a winner, he loves the game
My lips reflect off his cross gold chain
I like the way he's telling me
My ass looks good in these ripped blue jeans
My cheeks are red like cherries in the spring
Body's a work of art you'd die to see

Untouched, XO
Young lust, let's— (Ah)

When we drive in your car, I'm your baby (So sweet)
Losing all my innocence in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backsеat
When we drive in your car, I'm your baby (So sweet)
Losing all my innocеnce in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backseat

Break all the rules 'til we get caught
Fog up the windows in the parking lot
Summer love (Ah, ah), sexy
Sitting on his lap, sippin' Diet Pepsi
I write my name with lipstick on your chest
I leave a mark so you know I'm the best
You might also like
Untouched (Untouched), XO (XO)
Young lust, let's go (Ah)

When we drive in your car, I'm your baby (So sweet)
Losing all my innocence in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backseat
When we drive in your car, I'm your baby (So sweet)
Losing all my innocence in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backseat

When we—
I'm your baby
I'm your baby
When we—
(XO)

When we drive in your car, I'm your baby (So sweet)
Losing all my innocence in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backseat (Ah)
When we drive in your car, I'm your baby (So sweet)
Losing all my innocence in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backseat
Untouched
Young lust
XO
Let's go3Embed"
55,Thomas Rhett,10365067,Beautiful As You,https://genius.com/Thomas-rhett-beautiful-as-you-lyrics,"9 ContributorsBeautiful As You Lyrics
Baby girl, you out your mind, you're way too good for me
Thinkin' 'bout the day we met, you coulda just ignored me
Here I am, layin' next to you, lookin' extra cute in the mornin'
Lookin' back, all through the past, everything before you was borin'

You're the type people wishin' they'd sit next to on a flight
Top of list, who I wanna wash up on a island with
You're the dream, even if we countin' girls in magazines
It's still a mystery

What's someone as beautiful as you
Doin' ridin' 'round with someone like me?
I swear, girl, you could have anyonе you choose
I should stop askin' questions 'fore you gеt up and leave
What's someone as beautiful as you
Doin' wakin' up with someone like me?
Ain't gonna lie, you could have anyone you choose
I should stop askin' questions 'fore you get up and leave

How someone as beautiful as you could just fall out of the blue?
When you're walkin' 'round in my sweater, girl, there's no better view
Spend the rest of forever just treasurin' you
Ooh, I'll follow you wherever and you know that's the truth, yeah
See Thomas Rhett LiveGet tickets as low as $33You might also like
You're the type people wishin' they'd sit next to on a flight
Top of list, who I wanna spend like every second with
You're the dream, even if we countin' girls up on the screen
Still a mystery

What's someone as beautiful as you
Doin' ridin' 'round with someone like me?
I swear, girl, you could have anyone you choose
I should stop askin' questions 'fore you get up and leave
What's someone as beautiful as you
Doin' wakin' up with someone like me?
Ain't gonna lie, you could have anyone you choose
I should stop askin' questions 'fore you get up and leave

I just had to let you know, know, yeah, yeah (Know, know, yeah, yeah)
I could never let you go, go, yeah, yeah (Go, go, yeah, yeah)
Oh, I just had to let you know, know, yeah, yeah (Know, know, yeah, yeah)
I could never let you go, go, yeah, yeah (Go, go, yeah, yeah)

What's someone as beautiful as you
Doin' wakin' up with someone like me?
I swear, girl, you could have anyone you choose
I should stop askin' questions 'fore you get up and leaveEmbed"
56,Moneybagg Yo,7638042,WHISKEY WHISKEY,https://genius.com/Moneybagg-yo-whiskey-whiskey-lyrics,"24 ContributorsWHISKEY WHISKEY Lyrics
Another shot, she'll love me again
(Run that back, Turbo)
Haha, make it a double

Whiskey, whiskey, won’t you go away?
Come again some other day
'Cause her memory came out to play
And I'm tired of it, tired of it
I don’t wanna wonder where she been (Where she at?)
She was here, now she gone again (Need her back)
Now it's me and all my whiskey friends
And I'm tired of it (Hey), tired of it (Yeah, speak)

Dark brown skin, caught eye contact while walkin' in (On the walk up)
Perfect timing, get beside me, now we lockin' in (Linked in)
She like, ""Tell me how you want it, on the rocks again (What else?)
Lil' salt around the rim (Okay), filled to the top again?"" (Let's go)
Fell back, now I'm back in it
Del Dia shots got me sinning
Big racks, but these jeans skinny
Plain Richard Mille square business (Boss)
See me in the club two-steppin’
Diamonds ’round my neck square-dancing
You done made a gangster romantic
Fiendin' for your love, I’m an addict (Ayy)
So addicted, ain't nothin' we can do about it (Nah)
Country motherfucker, I say, ""What's up?"" she say, ""Howdy"" (Howdy)
Call you my lil’ cowgirl how you ride it like a stallion (Uh, uh)
Don't know why I love it
Can't get tired of it (I'm on you bad)
You might also like
Whiskey, whiskey, won't you go away?
Come again some other day
'Cause her memory came out to play
And I'm tired of it, tired of it
I don't wanna wonder where she been (Where she at?)
She was here, now she gone again (Need her back)
Now it's me and all my whiskey friends
And I'm tired of it, tired of it

Put you up and hide you on the shelf, I swear I'm through with you
You so hard to leave alone, it's always something new with you
Ain't no way to get her gone, gone, gone
So I guess I'm gonna tie one on
She's so cold, I had to go and pour you over ice
Way you got me locked down, you'd think whiskey was my wife
You so good, I had to take you home and hit it twice
Two of you gon' keep me up all night

Whiskey, whiskey, won't you go away?
Come again some other day
'Cause her memory came out to play
And I'm tired of it, tired of it
I don't wanna wonder where she been (Where she at?)
She was here, now she gone again (Need her back)
Now it's me and all my whiskey friends
And I'm tired of it, tired of it
And I'm tired of it, tired of itEmbed"
