artist,song_id,title,url,lyrics,year
U.S. Girls,5170700,4 American Dollars,https://genius.com/Us-girls-4-american-dollars-lyrics,"17 Contributors4 American Dollars Lyrics
Shake dice or shake your ass
We all do what we gotta do to pass
In this world where they say:
""It's not personal, it's business""
Moving numbers from account to count
Keeping secrets in an offshore fount
But my money is quick to count
I got four dollars to my name

You can do a lot with four American dollars
You can do a lot with four American dollars
You can do a lot with four American dollars

No matter how much
You get to have
You will still die
And that's the only thing
You gotta have boots
If you wanna lift those bootstraps

You can do a lot with four American dollars
You can do a lot with four American dollars
You can do a lot with four American dollars
You might also like
Numbers on a screen mean nothing to me
We're on the same boat but different seats
And how could you ever believe
""It's not personal it's business""
You were living in a cashless dream
Acting like it ain't obscene
Can't fool me with that old routine
Still got four dollars to my name

Cash money's going so out of style
Don't worry baby
Gonna be enough to go around
How 'bout I give you three
And I only keep one for me?

(You can do a lot with four American dollars)
No matter how much
(You can do a lot with four American dollars)
You get to have
(You can do a lot with four American dollars)
You will still die
(You can do a lot with four American dollars)
And that's the only fact
(You can do a lot with four American dollars)
You gotta have boots
(You can do a lot with four American dollars)
If you wanna lift those bootstraps
I don't believe in pennies and nickels
And dimes and dollars and pesos and pounds
And rupees and yen and rubles, no dinero
I don't believe in pennies and nickels
And dimes and dollars and pesos and pounds
And rupees and yen and rubles, no dinero
I don't believe in pennies and nickels
And dimes and dollars and pesos and pounds
And rupees and yen and rubles, no dinero
I don't believe in pennies and nickels
And dimes and dollars and pesos and pounds
And rupees and yen and rubles, no dinero
I don't believe in pennies and nickels
And dimes and dollars and pesos and pounds
And rupees and yen and rubles, no dinero
Rupees and yen and rubles
Rupees and yen and rubles
Rupees and yen and rubles
Rupees and yen and rubles, no dinero
Rupees and yen and rubles
Rupees and yen and rubles, no dinero
Rupees and yen and rubles, no dinero
Rupees and yen and rubles, no dinero
Rupees and yen and rubles, no dinero
Rupees and yen and rubles, no dinero
Rupees and yen and rubles, no dinero
Rupees and yen and rubles, no dinero
Rupees and yen and rubles, no dinero
Rupees and yen and rubles, no dinero
Rupees and yen and rubles, no dinero
Rupees and yen and rubles, no dinero
(Ooh, nice bass!)
(We're good)
(Yeah, we got this)
(Could y'all repeat again?)
(Alright guys, this is my my time to shine!)2Embed",2020
Soccer Mommy,5173078,​circle the drain,https://genius.com/Soccer-mommy-circle-the-drain-lyrics,"35 Contributors​circle the drain Lyrics
I wanna be calm like the soft
Summer rain on your back
Like the fall of your shoulders
But everything just brings me back down
To the cold hard ground
And it keeps getting colder
It's a feeling that boils in my brain
I would dial back the flame
But I'm not sure I'm able
I'm wobbling out on the wire
And the lights could go out
With the break of a cable

Things feel that low sometimes
Even when everything is fine

Hey, I've been falling apart these days
Split open, watching my heart go
'Round and around, 'round and around
Circle the drain, I'm going down
('Round and around and around and around
'Round and around and around and around)
See Soccer Mommy LiveGet tickets as low as $47You might also like
I'm trying to seem strong for my love
For my family and friends
But I'm so tired of faking
'Cause I'm chained to my bed when they're gone
Watching TV alone
'Til my body starts aching
And I think there's a mold in my brain
Spreading down all the way
Through my heart and my body
'Cause I cling to the dark of my room
And the days thin me out
Or just burn me straight through

Things feel that low sometimes
Even when everything is fine

Hey, I've been falling apart these days
Split open, watching my heart go
'Round and around, 'round and around
Circle the drain, I'm going down
('Round and around and around and around
'Round and around and around and around)
Things feel that low sometimes
Even when everything is fine

Hey, I've been falling apart these days
Split open, watching my heart go
'Round and around, 'round and around
Circle the drain, I'm going down
('Round and around and around and around
'Round and around and around and around)
'Round and around, 'round and around
Circle the drain, I'm going down6Embed",2020
Moses Sumney,5023364,Cut Me,https://genius.com/Moses-sumney-cut-me-lyrics,"15 ContributorsCut Me Lyrics
When I'm weary and so worn out
Ooh, when my mind's clouded and filled with doubt
That's when I feel the most alive
Masochistic kisses are how I thrive
(Thrive, thrive, thrive, thrive, thrive, thrive, thrive)
Hmm (Hmm)

A stiffness inside my neck, and
Bangin' my head against the desk (Woah)
If there's no pain, is there any progress?
That's when I feel, yeah, the most alive, woah
Endurance is the source of my pride (Source of my pride)

Might not be healthy for me, but seemingly I need (Uh, hmm, hmm)
What cuts me, cuts me, cuts me, cut me, cut me, cut me

Uh
Guess I'm a true immigrant son
No vacancies, no vacations
Sure, I could do better than this
But I don't (I don't), I won't (I don't), I don't
No, I don't
You might also like
Uh, might not be healthy for me but seemingly I need (No, mm)
Uh, what cuts me, cuts me, cuts me, cut me, cut me, cut me

Ooh-ooh-oh
(Might not be healthy for me but seemingly I need)
Ooh-ooh-oh
(What cuts me, cuts me, cuts me, cut me, cut me, cut me)
Hurt me, hurt me
Me
Hurt me, hurt me4Embed",2020
Lady Gaga & Ariana Grande,5317861,Rain On Me,https://genius.com/Lady-gaga-and-ariana-grande-rain-on-me-lyrics,"217 ContributorsTranslationsTürkçeEspañolРусскийPortuguêsDeutschFrançaisItalianoNederlandsČeskyRain On Me Lyrics
I didn't ask for a free ride
I only asked you to show me a real good time
I never asked for the rainfall
At least I showed up, you showed me nothin' at all

It's comin' down on me
Water like misery
It's comin' down on me
I'm ready, rain on me

I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me, rain, rain
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me

Rain on me
Mm, oh yeah, baby
Rain on me

Livin' in a world where no one's innocent
Oh, but at least we try, mm
Gotta live my truth, not keep it bottled in
So I don't lose my mind, baby, yeah
You might also like
I can feel it on my skin (It's comin' down on me)
Teardrops on my face (Water like misery)
Let it wash away my sins (It's comin' down on me)
Let it wash away, yeah-yeah

I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me, rain, rain
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain (Rain) on (On) me

Rain on me
Rain on me
Oh yeah, yeah
Rain on me, ooh, yeah
Rain on me
Rain on me, ooh
Hands up to the sky
I'll be your galaxy
I'm about to fly
Rain on me, tsunami
Hands up to the sky
I'll be your galaxy
I'm about to fly
Rain on me (Rain on me)
I'd rather be dry, but at least I'm alive (Rain on me)
Rain on me, rain, rain
Rain on me, rain, rain (Rain on me)
I'd rather be dry, but at least I'm alive (At least I'm alive)
Rain on me, rain, rain (Rain on me, baby)
Rain on me (Rain on me)

I hear the thunder comin' down
Won't you rain on me? Eh, eh, yeah
Rain on, woo
I hear the thunder comin' down
Won't you rain on me? Eh, eh, yeah
Rain on me182Embed",2020
Waxahatchee,5194016,Fire,https://genius.com/Waxahatchee-fire-lyrics,"19 ContributorsFire Lyrics
That's what I wanted
It's not as if we cry a river, call it rain
West Memphis is on fire in the light of day
Give me something, it ain't enough
It ain't enough
I take it for granted
If I could love you unconditionally
I could iron out the edges of the darkest sky
For some of us, it ain't enough
It ain't enough

And I take off driving
Past places, been tainted
I put on a good show for you
And when I turn back around
Will you drain me back out?
Will you let me believe that I broke through?
Tomorrow could feel like a hundred years later
I'm wiser and slow and attuned
And I am down on my knees
I'm a bird in the trees
I can learn to see with a partial view
I can learn to be easy as I move in close to you
See Waxahatchee LiveGet tickets as low as $78You might also like
And that's what I wanted
It's not as if we cry a river, call it rain
West Memphis is on fire in the light of day
Give me something, it ain't enough
It ain't enough
I take it for granted
If I could love you unconditionally
I could iron out the edges of the darkest sky
For some of us, it ain't enough
It ain't enough (Oh)

(Oh)
(Oh)
(Oh)1Embed",2020
Phoebe Bridgers,5044297,Garden Song,https://genius.com/Phoebe-bridgers-garden-song-lyrics,"79 ContributorsTranslationsPortuguêsEspañolTürkçeFrançaisPolskiУкраїнськаItalianoDeutschGarden Song Lyrics
Someday, I'm gonna live
In your house up on the hill
And when your skinhead neighbor goes missing
I'll plant a garden in the yard, then
They're gluing roses on a flatbed
You should see it, I mean thousands
I grew up here 'til it all went up in flames
Except the notches in the door frame

I don't know when you got taller
See our reflection in the water
Off a bridge at the Huntington
I hopped the fence when I was seventeen
Then I knew what I wanted

And when I grow up, I'm gonna look up
From my phone and see my life
And it's gonna be just like my recurring dream
I'm at the movies, I don't remember what I'm seeing
The screen turns into a tidal wave
Then it's a dorm room, like a hedge maze
And when I find you
You touch my leg and I insist
But I wake up before we do it
You might also like
I don't know how, but I'm taller
It must be something in the water
Everything's growing in our garden
You don't have to know that it's haunted
The doctor put her hands over my liver
She told me my resentment's getting smaller
No, I'm not afraid of hard work
I get everything I want
I have everything I wanted25Embed",2020
Perfume Genius,5294095,Describe,https://genius.com/Perfume-genius-describe-lyrics,"32 ContributorsDescribe Lyrics
No bells anymore
Just my stomach rumbling

Can you describe them for me?
Can you describe them for me?

The lock on the door
Is barely holding

Can you just wait here with me?
Can you just wait here with me?

Ooh, his lovin' felt like ribbons
Ooh, an echo in the canyon
Ooh, his lovin' felt like ribbons
Ooh, an echo in the canyon

Can you just find him for me?
Can you describe them for me?
Can you just find him for me?You might also like3Embed",2020
Yves Tumor,5273082,Gospel for a New Century,https://genius.com/Yves-tumor-gospel-for-a-new-century-lyrics,"24 ContributorsGospel for a New Century Lyrics
I think I can solve it
I can be your all, ain't no problem, baby
You can be more but you’re heartless, darling, oh
But I've already solved it, say what you really mean

Take it softer, I looked you in your eyes, it was over
'Cause when I really needed you the most, yeah
You were gone then on that Summer
But I can’t be there and this ain't by design
I adore you, I really wanna be there, oh

This ain't by design, girl
Take it softer
You know I'm out my mind, girl
Don't make this harder
Come and light my fire, baby
How much longer 'til December?
Say what you really mean

Take it softer, I looked you in your eyes, it was over
'Cause when I really needed you the most, yeah
You were gone then on that Summer
But I can't be there and this ain’t by design
I adore you, I really wanna be there, oh
You might also like
This ain’t by design, girl
Take it softer
You know I'm out my mind, girl
Don’t make this harder
Come and light my fire, baby
How much longer 'til December?
Say what you really mean, uh, huh11Embed",2020
Bob Dylan,5393247,Murder Most Foul,https://genius.com/Bob-dylan-murder-most-foul-lyrics,"211 ContributorsTranslationsTürkçeEspañolDeutschMurder Most Foul Lyrics
'Twas a dark day in Dallas, November '63
A day that will live on in infamy
President Kennedy was a-ridin' high
Good day to be livin' and a good day to die
Being led to the slaughter like a sacrificial lamb
He said, ""Wait a minute, boys, you know who I am?""
""Of course we do, we know who you are""
Then they blew off his head while he was still in the car
Shot down like a dog in broad daylight
Was a matter of timing and the timing was right
You got unpaid debts, we've come to collect
We're gonna kill you with hatred, without any respect
We'll mock you and shock you and we'll grin in your face
We've already got someone here to take your place
The day they blew out the brains of the king
Thousands were watching, no one saw a thing
It happened so quickly, so quick, by surprise
Right there in front of everyone's eyes
Greatest magic trick ever under the sun
Perfectly executed, skillfully done
Wolfman, oh Wolfman, oh Wolfman, howl
Rub-a-dub-dub, it's a murder most foul

Hush, little children, you'll understand
The Beatles are comin', they're gonna hold your hand
Slide down the banister, go get your coat
Ferry 'cross the Mersey and go for the throat
There's three bums comin' all dressed in rags
Pick up the pieces and lower the flags
I'm goin' to Woodstock, it's the Aquarian Age
Then I'll go over to Altamont and sit near the stage
Put your head out the window, let the good times roll
There's a party going on behind the Grassy Knoll
Stack up the bricks, pour the cement
Don't say Dallas don't love you, Mr. President
Put your foot in the tank and then step on the gas
Try to make it to the triple underpass
Blackface singer, whiteface clown
Better not show your faces after the sun goes down
Up in the red light district, like a cop on the beat
Living in a nightmare on Elm Street
When you're down on Deep Ellum, put your money in your shoe
Don't ask what your country can do for you
Cash on the barrelhead, money to burn
Dealey Plaza, make a left-hand turn
I'm going down to the crossroads, gonna flag a ride
The place where faith, hope, and charity died
Shoot him while he runs, boy, shoot him while you can
See if you can shoot the invisible man
Goodbye, Charlie, goodbye, Uncle Sam
Frankly, Miss Scarlett, I don't give a damn
What is the truth, and where did it go?
Ask Oswald and Ruby, they oughta know
""Shut your mouth,"" said a wise old owl
Business is business, and it's a murder most foul
You might also like
Tommy, can you hear me? I'm the Acid Queen
I'm riding in a long, black Lincoln limousine
Ridin' in the back seat next to my wife
Headed straight on in to the afterlife
I'm leaning to the left, I got my head in her lap
Oh Lord, I've been led into some kind of a trap
Where we ask no quarter, and no quarter do we give
We're right down the street, from the street where you live
They mutilated his body and they took out his brain
What more could they do? They piled on the pain
But his soul was not there where it was supposed to be at
For the last fifty years they've been searchin' for that
Freedom, oh freedom, freedom over me
I hate to tell you, mister, but only dead men are free
Send me some lovin', then tell me no lie
Throw the gun in the gutter and walk on by
Wake up, little Susie, let's go for a drive
Cross the Trinity River, let's keep hope alive
Turn the radio on, don't touch the dials
Parkland Hospital, only six more miles
You got me dizzy, Miss Lizzy, you filled me with lead
That magic bullet of yours has gone to my head
I'm just a patsy like Patsy Cline
Never shot anyone from in front or behind
I've blood in my eye, got blood in my ear
I'm never gonna make it to the new frontier
Zapruder's film, I've seen that before
Seen it thirty-three times, maybe more
It's vile and deceitful, it's cruel and it's mean
Ugliest thing that you ever have seen
They killed him once and they killed him twice
Killed him like a human sacrifice
The day that they killed him, someone said to me, ""Son
The age of the Antichrist has just only begun""
Air Force One comin' in through the gate
Johnson sworn in at 2:38
Let me know when you decide to throw in the towel
It is what it is, and it's murder most foul
What's new, pussycat? What'd I say?
I said the soul of a nation been torn away
And it's beginning to go into a slow decay
And that it's thirty-six hours past Judgment Day
Wolfman Jack, he's speaking in tongues
He's going on and on at the top of his lungs
Play me a song, Mr. Wolfman Jack
Play it for me in my long Cadillac
Play me that ""Only the Good Die Young""
Take me to the place Tom Dooley was hung
Play ""St. James Infirmary"" in the Court of King James
If you want to remember, you better write down the names
Play Etta James, too, play ""I'd Rather Go Blind""
Play it for the man with the telepathic mind
Play John Lee Hooker, play ""Scratch My Back""
Play it for that strip club owner named Jack
Guitar Slim going down slow
Play it for me and for Marilyn Monroe

Play ""Please Don't Let Me Be Misunderstood""
Play it for the First Lady, she ain't feeling any good
Play Don Henley, play Glenn Frey
Take it to the limit and let it go by
Play it for Carl Wilson, too
Looking far, far away down Gower Avenue
Play ""Tragedy"", play ""Twilight Time""
Take me back to Tulsa to the scene of the crime
Play another one and ""Another One Bites the Dust""
Play ""The Old Rugged Cross"" and ""In God We Trust""
Ride the pink horse down that long, lonesome road
Stand there and wait for his head to explode
Play ""Mystery Train"" for Mr. Mystery
The man who fell down dead like a rootless tree
Play it for the reverend, play it for the pastor
Play it for the dog that got no master
Play Oscar Peterson, play Stan Getz
Play ""Blue Sky,"" play Dickey Betts
Play Art Pepper, Thelonious Monk
Charlie Parker and all that junk
All that junk and ""All That Jazz""
Play something for the Birdman of Alcatraz
Play Buster Keaton, play Harold Lloyd
Play Bugsy Siegel, play Pretty Boy Floyd
Play the numbers, play the odds
Play ""Cry Me a River"" for the Lord of the gods
Play Number nine, play Number six
Play it for Lindsey and Stevie Nicks
Play Nat King Cole, play ""Nature Boy""
Play ""Down in the Boondocks"" for Terry Malloy
Play ""It Happened One Night"" and ""One Night of Sin""
There's twelve million souls that are listening in
Play ""Merchant of Venice"", play ""Merchants of Death""
Play ""Stella by Starlight"" for Lady Macbeth
Don't worry, Mr. President, help's on the way
Your brothers are comin', there'll be hell to pay
Brothers? What brothers? What's this about hell?
Tell them, ""We're waiting, keep coming,"" we'll get them as well
Love Field is where his plane touched down
But it never did get back up off the ground
Was a hard act to follow, second to none
They killed him on the altar of the rising sun
Play ""Misty"" for me and ""That Old Devil Moon""
Play ""Anything Goes"" and ""Memphis in June""
Play ""Lonely at the Top"" and ""Lonely Are the Brave""
Play it for Houdini spinning around in his grave
Play Jelly Roll Morton, play ""Lucille""
Play ""Deep in a Dream"", and play ""Driving Wheel""
Play ""Moonlight Sonata"" in F-sharp
And ""A Key to the Highway"" for the king on the harp
Play ""Marching Through Georgia"" and ""Dumbarton's Drums""
Play ""Darkness"" and death will come when it comes
Play ""Love Me or Leave Me"" by the great Bud Powell
Play ""The Blood-Stained Banner"", play ""Murder Most Foul""36Embed",2020
"Bad Bunny, Jowell & Randy & Ñengo Flow",5305013,Safaera,https://genius.com/Bad-bunny-jowell-and-randy-and-nengo-flow-safaera-lyrics,"67 ContributorsTranslationsDeutschEnglishSafaera Lyrics

Bla, bla, bla, bla, bla, bla
Ey, yo, yo, yo
Yo, yo, yo, yo, yah
Lalalalalalala (Blow, blow)
Lalalalalalala

Diablo, qué safaera
Tú tiene' un culo cabrón
Cualquier cosa que te ponga' rompe la carretera (Lalalalala; aight)
Muévelo, muévelo, muévelo, muévelo (Lalalalalalala)
Qué safaera (Lalalalala)
Tiene' un culo cabrón
Cualquier cosa que te ponga' rompe la carretera (Aight; ¡tra!)
Muévelo, muévelo, muévelo, muévelo

Qué falta de respeto, mami
¿Cómo te atreve' a venir sin panty?
Hoy saliste puesta pa' mí
Yo que pensaba que venía a dormir, no
Vino ready ya, puesta pa' una cepillá'
Me chupa la lollipop, solita se arrodilla, hey
¿Cómo te atreve', mami, a venir sin panty?
You might also like
Mera, dímelo, DJ Orma
¿Qué tú te cree'? Jodío' cabrón, jeje
Yo Hago Lo Que Me Da La Gana
Díselo, Conejo
Ey, ey (Jajajaja)

Hoy se bebe, hoy se gasta
Hoy se fuma como un rasta
Si Dio' lo permite (Si Dio' lo permite), ey
Si Dio' lo permite (Que si Dio' lo permite), ey
Hoy se bebe, hoy se gasta
Hoy se fuma como un rasta (Woo, woo, woo)
Si Dio' lo permite (Jajajajaja), ey
Si Dio' lo permite (Yo, yo), ey

Real G, orientando la' generacione' nueva', con la verdadera
Bellaqueo a lo galactic
Sí, pa' que se te mojen los panty
Métele bellaco a lo versátil
Má' puta que Betty Boop
La que se puso bellaca, mami, fuiste tú
Sigo matando con la U
Chocha con bicho, bicho con nalga (Empuja)
Cho-Chocha con bicho, bicho con nalga, sí (Empuja)
Chocha con bicho, bicho con nalga (Empuja)
Te-Teta' rozando mis tetilla' (Empuja)
Este año no quiero putilla' (Empuja)
Te ven con mucha' prenda' y te quieren pegar (Empuja)
Te ven bien activa'o y te quieren pegar (Empuja)
Porque está' bien buena, porque está' bien buena (Empújamelo completo)
Teta' bien grande' como Lourdes Chacón
Las nalga' bien grande' como Iris Chacón
La chocha no sé porque no la he visto
Pero vamo' pa' la cama a clavarte en panty
Hoy se bebe, hoy se gasta
Hoy se fuma como un rasta
Si Dio' lo permite
Si Dio' lo permite, yeah-yeah
Y hoy se bebe, hoy se gasta
Hoy se fuma como un rasta
Si Dio' lo permite
Si Dio' lo permite (-te, -te, -te, -te, -te, -te)

(¡Arr-ugh!)
Mami, ¿qué tú quiere'? Aquí llegó tu tiburón
Yo quiero perrearte y fumarme un blunt
Ver lo que esconde ese pantalón
Yo quiero perrearte y perrearte y perrearte (Duro, duro)
Yo-Yo-Yo quiero perrearte y fumarme un blunt (Duro, duro)
Yo quiero perrearte y perrearte y perrear (Duro, duro)
Yo-Yo-Yo quiero perrearte y fumarme un blunt, -me un blunt (Duro, duro)
La rola ya me explotó
La nena bailando se botó
Ese culo se merece to', se merece to', se merece to', yes
Ese culo se merece to', se merece to', se merece to' (Ey, ey, ey, ey, ey)

¡Ah! Yo pensaba que se ponía lenta
'Tá bien, 'tá bien, vamo' de nuevo, de nuevo
Velen a Orma, velen a Orma que está bellaco
Jajajaja (Jajajaja, jajajaja)
Mi bicho anda fuga'o y yo quiero que tú me lo esconda'
Agárralo como bonga
Se mete una pepa que la pone cachonda
Chinga en lo' Audi, no en lo' Honda, ey (Tra)
Si te lo meto no me llame' (Tra, tra)
Que esto no e' pa' que me ame', ey (Tra, tra)
Si tu novio no te mama el culo
Pa' eso que no mame

Baja pa' casa que yo te lambo to'a
Mami, yo te lambo to'a
Baja pa' casa que yo te rompo to'a, ey
Que yo te rompo to'a
Baja pa' casa que yo te lambo to'a (¡Papi, sigue!)
Mami, yo te lambo to'a (¡Papi, sigue!)
Dime, sierva (Papi, sigue)
Si tú fuma' yerba (Papi, pa-papi)

Jowell, bebé, bebé, bebé, jaja, ¡jajajajaja!
Perreando e' la bichota (¡Duro!)
Se ve que chinga rico en la nota
Yo quiero tirarme un selfie con esa' nalgota' (Tra, tra; wow)
Para'o, para'o, para'o lo tengo, se me nota (Woh, woh)
¿Qué vamo' a hacer con esa' nalgota'? (What?)
En la uni to'a son A, A, A (Tra)
Pero esa' teta' son C
Tú ere' una superbellaca (Wuh), mami, yo lo sé (Eh)
Yo también soy un bellaco (Tra), ¿qué vamo' a hacer? (Tú sabe', eh)
Con ese bum-bum, guíllate, bum-bum
Guíllate ese bum-bum, guíllate, bum-bum
Si tiene' ese bum-bum, guíllate, bum-bum
Si tiene' ese bum-bum, guíllate, ¡buoh!12Embed",2020
Fiona Apple,518634,I Want You to Love Me,https://genius.com/Fiona-apple-i-want-you-to-love-me-lyrics,"52 ContributorsTranslationsPortuguêsI Want You to Love Me Lyrics
I've waited many years
Every print I left upon the track
Has led me here
And next year, it'll be clear
This was only leading me to that
And by that time, I hope that

You love me
You love me

I move with the trees in the breeze
I know that time is elastic
And I know when I go
All my particles disband and disperse
And I'll be back in the pulse
And I know none of this will matter in the long run
But I know a sound is still a sound around no one
And while I'm in this body
I want somebody to want
And I want what I want and I want

You to love me
You
You might also like
And I know that you do
In the dark, I know that you do
And I know that you know that you got
The potential to pick me up
And I want you to use it, blast the music
Bang it, bite it, bruise it
Whenever you want to begin, begin
We don't have to go back to where we've been
I am the woman who wants you to win
And I've been waiting, waiting for

You to love me
You
You
Ooh, ooh16Embed",2020
Christine and the Queens,5232329,"People, I’ve been sad",https://genius.com/Christine-and-the-queens-people-ive-been-sad-lyrics,"26 ContributorsPeople, I’ve been sad Lyrics
It's true that, people, I've been sad (People, I've been sad)
It's true that, people, I've been gone (People, I've been gone)
It's true that, people, I've been missing out (I've been missing out)
Missing out for way too long (People, I've been gone)
It's just that me, myself, and I (Me, myself, and I)
Been missing out for way too long (Out for way too long)
Been taking calls I should have missing out (I've been missing out)
Forsaking things for way too long (Didn't take for long)

If you (You)
Disappear, then I'm (I)
Disappearing too
You know the feeling (You know the feeling)
You know the feeling
If you (You)
Fall apart, then I'm (I)
Falling behind you
You know the feeling (You know the feeling)
You know the feeling

Les gens viennent et parlent mal (Ils parlent si mal)
Des sentiments qui pourtant comptent (Tellement ils comptent)
Pris au piège de quelque chose de fort (Quelque chose de fort)
Je n'ai décroché pour personne (Jamais pour personne)
You might also like
If you (You)
Disappear, then I'm (I)
Disappearing too
You know the feeling (You know the feeling)
You know the feeling
If you (You)
Fall apart, then I'm (I)
Falling behind you
You know the feeling (You know the feeling)
You know the feeling

Adolescence contrariée par un millier de chardons morts
Marcher pieds nus sur du verre et maintenant tout est plus fort
Adolescence contrariée par un millier de remords
Maintenant quand je ressens quelque chose, tout est bien plus fort
Adolescence contrariée par un millier de chardons morts
Marcher pieds nus sur du verre et maintenant tout est plus fort
Adolescence contrariée par une solitude folle
Maintenant quand je suis dehors, le soleil me brûle encore
Ils parlent si mal
Tellement ils comptent
Quelque chose de fort
Jamais pour personne
If you (You)
Disappear, then I'm (I)
You know the feeling (You know the feeling)
You know the feeling
If you (You)
Fall apart, then I'm (I)
You know the feeling (You know the feeling)
You know the feeling
If you disappear, then I'm (I)
You know the feeling (You know the feeling)
You know the feeling (Mmm)
If you (If you)
Fall apart, then I (I, I)
You know the feeling (You know the feeling)
You know the feeling17Embed",2020
Shawn Mendes,4507577,If I Can’t Have You,https://genius.com/Shawn-mendes-if-i-cant-have-you-lyrics,"109 ContributorsTranslationsFrançaisTürkçeShawn Mendes - If I Can’t Have You (Traducción al Español)PortuguêsNederlandsDanskIf I Can’t Have You Lyrics
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?

I'm in Toronto and I got this view
But I might as well be in a hotel room, yeah
It doesn't matter 'cause I'm so consumed
Spending all my nights reading texts from you

Oh, I'm good at keeping my distance
I know that you're the feeling I'm missing
You know that I hate to admit it
But everything means nothing if I can't have you

I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?
See Shawn Mendes LiveGet tickets as low as $194You might also like
I'm so sorry that my timing's off
But I can't move on if we're still gonna talk
Is it wrong for me to not want half?
I want all of you, all the strings attached

Oh, I'm good at keeping my distance
I know that you're the feeling I'm missing
You know that I hate to admit it
But everything means nothing if I can't have you

I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?
I can't write one song that's not about you
Can't drink without thinking about you
Is it too late to tell you that
Everything means nothing if I can't have you?

I'm trying to move on, forget you, but I hold on
Everything means nothing, everything means nothing, babe
I'm trying to move on, forget you, but I hold on
Everything means nothing if I can't have you, no
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you? (Can't have you)
I can't write one song that's not about you
Can't drink without thinking about you
Is it too late to tell you that
Everything means nothing if I can't have you?103Embed",2019
Brittany Howard,4657073,13th Century Metal,https://genius.com/Brittany-howard-13th-century-metal-lyrics,"5 Contributors13th Century Metal LyricsI promise to think before I speak
To be wary of who I give my energy to
Because it is needed for a greater cause
Greater than my own pride
And that cause is to spread the enlightenment
Of love, compassion, and humanity
To those who are not touched by its light
I stand to protect and focus myself
In the betterment of my fellow being
We are brothers and sisters, each and every one
I promise to love my enemy
And never become that which is not God
I dedicate my spirit in the service
Of what is good and fair and righteous
Every day I am alive
I am given opportunities to become that which I admire most of others
I am nonviolent
I am a master student and my spirit
Will never be stomped out
I am dedicated to oppose those whose will is to divide us
And who are determined to keep us in the dark ages of fear
I hear the voices of the unheard
Speak for those who cannot speak
And shelter the minds that carry a message
Of peace, love, and prosperity
I repeat, we are all brothers and sisters
I repeat, we are all brothers and sisters
I repeat, we are all brothers and sisters
We are all brothers and sisters
We are all brothers and sisters
We are all brothers and sisters
We
We, us
Wherever you have been
And wherever you will go
You might also like(Give it to love)
Just do the best you can (Give it to love)
To be kind (Give it to love)
To your fellow man (Give it to love)
Just try (Give it to love)
And do the, the best you can (Give it to love)
Today (Give it to love)
No matter where you've been (Give it to love)
But you can change (Give it to love)
If you wanna change (Give it to love)
I don't know about you (Give it to love)
But I'm tired of this bullshit (Give it to love)
And I wanna try (Give it to love)
To do the best that I can (Give it to love)
And to have (Give it to love)
A good time (Give it to love)
(Give it to love)
Give it to love (Give it to love)
Give it to love (Give it to love, give it)
(Give it to love, give it to love)
(Give it to love)
Know what I'm sayin'?1Embed",2019
