artist,song_id,title,url,lyrics,year
Fleet Foxes,4961700,Sunblind,https://genius.com/Fleet-foxes-sunblind-lyrics,"53 ContributorsSunblind Lyrics
For Richard Swift
For John and Bill
For every gift lifted far before its will
Judee and Smith
For Berman too
I've met the myth hanging heavy over you
I loved you long
You rose to go
Beneath you, songs, perfect angels in the snow
So time to stage
Forget reserve
The type of great coronation you deserve

I'm going out for a weekend
I'm gonna borrow a Martin or Gibson
With Either/Or and The Hex for my Bookends
Carrying every text that you've given

I'm gonna swim for a week in
Warm American Water with dear friends
Swimming high on a lea in an Eden
Running all of the leads you've been leaving
You might also like
I'm overmatched (For Arthur Russell)
I'm half as wise (Duncan and Curtis)
If this is flat, brother, I apologize (Jimi and David, for Nick and Otis)
No one alone (For Bell and Buckley)
Can leave the cave (Marvin and Adam)
And all you've loaned won't be kept inside a grave (For Arthur Russell, for Arthur Russell)

I'm gonna swim for a week in
Warm American Water with dear friends
Just intending that I would delight them
Swimming high on a lea in an Eden

So I dream, dream
So I dream, dream

I'm gonna swim for a week in
Warm American Water with dear friends
Swimming high on a lea in an Eden
Running all of the leads you've been leaving

And in your rarified air I feel sunblind
I'm looking up at you there high in my mind
Only way that I made it for a long time
But I'm loud and alive, singing you all night, night
Warm American Water2Embed",2020
Saweetie,5611726,Tap In,https://genius.com/Saweetie-tap-in-lyrics,"50 ContributorsTap In Lyrics
Don't ever stop if you want to be on top, bitch

Lil' waist, fat ass, bitch, tap in
Tap, tap, tap in
Diamonds dancin' on your neck, nigga, tap in
Tap, tap, tap in
Fuck a nigga, get rich, bitch, tap in
Tap, tap, tap in
M-O-B, Icy Gang, nigga, tap in (Hm)
Tap, tap, tap in (Ayy)

Wrist on glitter (Ayy), waist on thinner (Ayy)
I'ma show you how to bag a eight-figure nigga (Hoo)
Face on zaddy (Sheesh), pockets on Jigga (Hoo)
You better get the card and make it swipe like Tinder (Phew)
Private villa and the fur chinchilla (Ha)
When he post me, all the hoes get sicker (Blah)
Fuckboy killer, I don't need fillers (Nope)
Never been a lame so the real bitches feel it (Yeah)
Daddy on the FaceTime, you could never take mine
End up on the Dateline, uh, uh, uh (Bitch)
Rich with no day job, bitch, hit your wop, wop
Always on the court side, uh-huh, huh
B-B-Billionaire niggas wanna eat me out (Hahaha)
Bitch, I'm from the West Coast, they wanna go down South
All these lame ass niggas tryna fuck for clout
Hm, I won't let him hit but he can put it in his mouth
You might also like
Lil' waist, fat ass, bitch, tap in
Tap, tap, tap in
Diamonds dancin' on your neck, nigga, tap in
Tap, tap, tap in
Fuck a nigga, get rich, bitch, tap in
Tap, tap, tap in
M-O-B, Icy Gang, nigga, tap in (Mhm, yeah)
Tap, tap, tap in

You got a itty-bitty waist (Huh?), pretty in the face (What?)
Never let a broke nigga take you on a date (Nah)
Nah, haters can't relate, bitch, I've never been fake (Girl, bye)
I got a real nigga puttin' icing on my cake (Mwah)
Icy from my lips to my fingers to my toenails
Drippin' in Shanaenae, this ain't goin' on sale
All these hoes busy, baby, I do not do friends well
Lotta niggas pussy, but I promised that I won't tell
Hmm, now, what's my favorite word? (Icy)
Bitch gon' smile, but I know she don't like me
Two hundred for a verse, bitch, I'm way too pricey
Fuck around and bring back hyphy

Lil' waist, fat ass, bitch, tap in
Tap, tap, tap in
Diamonds dancin' on your neck, nigga, tap in
Tap, tap, tap in
Fuck a nigga, get rich, bitch, tap in
Tap, tap, tap in
M-O-B, Icy Gang, nigga, tap in
Tap, tap, tap in25Embed",2020
Oneohtrix Point Never,5990091,Long Road Home,https://genius.com/Oneohtrix-point-never-long-road-home-lyrics,"19 ContributorsLong Road Home Lyrics
We don't rely on ""There's nowhere to go""
We realize that the soul grows
We just deny that the truth is untold
No one to rally us both

I don't know why I don't wanna transform
Taking the long road home

Doesn't the sky look like maps to our house?
Doesn't the sea look so empty?
Even my dreams kissed in digital gloss
It's my reality

I don't know why I don't wanna transform
Taking the long road home

I don't know why I don't wanna transform
Taking the long way home
Alone

I don't
I don't know why I don't wanna
I don't know why I don't wanna
I don't know why I don't wanna
I don't know why I don't wanna transformYou might also like5Embed",2020
Helado Negro,5496629,I Fell in Love,https://genius.com/Helado-negro-i-fell-in-love-lyrics,"4 ContributorsI Fell in Love Lyrics
There’s a love to share
It’s pulling me apart
There’s a weight in me
Why can’t I fit in
And we wake up
Just to save ourselves
We pretend
Them is 'U'
Not 'US'

Spaceship
Shaped
Words
Fly through
Your world
Unheard
Just to say
I fell in love
I fell in love
Spaceship
Shaped
Words
Fly through
Your world
Unheard
Just to say
I fell in love
You might also like
There's a light
We carry
Even in the dark
There's a voice of love that sings to me
But I keep myself so far
And it hurts sometimes
I fell in love
I fell in love

Spaceship
Shaped
Words
Fly through
Your world
Unheard
Just to say
I fell in love


I fell in love
I fell in love
Spaceship
Shaped
Words
Fly through
Your world
Unheard
Just to say
I fell in loveEmbed",2020
Standing on the Corner,5557347,Angel,https://genius.com/Standing-on-the-corner-angel-lyrics,"6 ContributorsAngel Lyrics
Aight!
W-Woo!
Right now!
Standing On The Corner!
New shit!

When I thought you were my angel
You gave me all your time
Now I go, accept the pains
And I, go back my way
And I'll- (Die!) (Arg-) (Woohoo)
Go back my way and I'll die, die, die
When I thought I saw an angel (Baby)
It must have been a lie
Now sugar, darling, peanut butter angel
I'll just go back my way and I'll die, die, die
When I woke I said I- lights
The world bursted up
(I will try to-)
But I'm dead, I go to heaven, way high
Go up with him, and I'll fly, fly, fly
My angel
You might also like
Special-
Dedication-
To the earth7Embed",2020
Koffee,5775264,Lockdown,https://genius.com/Koffee-lockdown-lyrics,"21 ContributorsLockdown Lyrics
Where will we go?
When di quarantine ting done and everybody touch road?
Mommy, me go NASCAR
Pull up in a fast car, yeah
A nuh false start
Mek you and di boss par, yeah
I know you’re feeling me
You know I’m feeling you
So what now we fi do?

Yeah, yeah
Aye fancy
How yuh heart stay, it nah no vacancy?
Last time see yuh pon FaceTime
Chatting up di place
Bout you nuh want relationship
Me a go put you pon lock down
A put yuh body pon lockdown, mmm
You got me pon lock now
You got my passion on lock, woah
If you love me
You should let me
You should let me
You should let me know
And if you don’t now
Better fi let me
Better fi let me
A better yuh let me go
Pulling up, pulling up, pulling up
Nuh bodda deal wid di bagga long talking
Me know fi now we a chill inna apartment
Hope you don’t mind me asking
You might also like
Where will we go?
When di quarantine ting done and everybody touch road?
Mommy, me go NASCAR
Pull up in a fast car, yeah
A nuh false start
Mek you and di boss par, yeah
I know you’re feeling me
You know I’m feeling you
So what now we fi do

Say you want travel
We go Hope Valley
Say you hoping your love a nuh just no tally
Make me heart full, that’s why me love you totally
Do me own ting and me nuh trouble nobody
And we watching out
Pon di patio
And di-di neighbor dem dem a watch we now
Swing and me nuh miss like Pacquiao
Wah you feeling for? Hot Koffee, yo
What ya now
What ya now
All yuh want talk bout a matrimony, yeah
Any ting yuh want Koffee got di money, yeah
Me give yuh me heart beg yuh take it from me
No long talking
Anyting yuh want Koffee got di money, yeah
Me give yuh me heart beg yuh take it from me

Where will we go? (Where will we, where will we go now?)
When di quarantine ting done and everybody touch road?
Mommy, me go NASCAR
Pull up in a fast car, yeah
A nuh false start
Mek you and di boss par, yeah
I know you’re feeling me, baby
You know I’m feeling you, baby
So what now we fi do (Yeah, yeah)

Baby are you feeling me?
Cause I'm really feeling you
Baby are you feeling me?
Cause I'm really feeling you
I'm a pull up in my fast car
Pull up in my fast car
I be chilling with a rockstar
Anytime you see me 1Embed",2020
Taylor Swift,5793981,mirrorball,https://genius.com/Taylor-swift-mirrorball-lyrics,"172 ContributorsTranslationsNederlandsTürkçeEspañolСрпскиРусскийPortuguêsفارسیItalianoMagyarDeutschFrançaisHrvatskiΕλληνικάУкраїнськаPolskiRomânăSlovenščinaCatalàmirrorball Lyrics
I want you to know
I'm a mirrorball
I'll show you every version of yourself tonight
I'll get you out on the floor
Shimmering beautiful
And when I break, it's in a million pieces

Hush, when no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush, I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you

I want you to know
I'm a mirrorball
I can change everything about me to fit in
You are not like the regulars
The masquerade revelers
Drunk as they watch my shattered edges glisten
See Taylor Swift LiveGet tickets as low as $1,666You might also like
Hush, when no one is around, my dear
You'll find me on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you
Hush, I know they said the end is near
But I'm still on my tallest tiptoes
Spinning in my highest heels, love
Shining just for you

And they called off the circus, burned the disco down
When they sent home the horses and the rodeo clowns
I'm still on that tightrope
I'm still trying everything to get you laughing at me
And I'm still a believer, but I don't know why
I've never been a natural, all I do is try, try, try
I'm still on that trapeze
I'm still trying everything to keep you looking at me

Because I'm a mirrorball
I'm a mirrorball
And I'll show you every version of yourself tonight64Embed",2020
Roddy Ricch,5068155,The Box,https://genius.com/Roddy-ricch-the-box-lyrics,"396 ContributorsTranslationsEspañolPortuguêsDeutschFrançaisفارسیChinese TraditionalAzərbaycanca / آذربايجانРусскийTürkçeThe Box Lyrics
Pullin' out the coupe at the lot
Told 'em fuck 12, fuck SWAT
Bustin' all the bells out the box
I just hit a lick with the box
Had to put the stick in the box, mmh
Pour up the whole damn seal, I'ma get lazy
I got the mojo deals, we been trappin' like the '80s
She sucked a nigga soul, gotta Cash App
Told 'em wipe a nigga nose, say slatt, slatt
I won't never sell my soul, and I can back that
And I really wanna know where you at, at

I was out back where the stash at
Cruise the city in a bulletproof Cadillac (Skrrt)
'Cause I know these niggas after where the bag at (Yeah)
Gotta move smarter, gotta move harder
Nigga try to get me for my water
I'll lay his ass down, on my son, on my daughter
I had the Draco with me, Dwayne Carter
Lotta niggas out here playin', ain't ballin'
I done put my whole arm in the rim, Vince Carter (Yeah)
And I know probably get a key for the quarter
Shawty barely seen in double C's, I bought 'em
Got a bitch that's looking like Aaliyah, she a model
I got the pink slip, all my whips is key-less
Compton, I'm about to get the key to the city
Patek like the sea, forgive me
You might also like
Pullin' out the coupe at the lot
Told 'em fuck 12, fuck SWAT
Bustin' all the bells out the box
I just hit a lick with the box
Had to put the stick in the box, mmh
Pour up the whole damn seal, I'ma get lazy
I got the mojo deals, we been trappin' like the '80s
She sucked a nigga soul, gotta Cash App
Told 'em wipe a nigga nose, say slatt, slatt
I won't never sell my soul, and I can back that
And I really wanna know where you at, at, hah

Hahaha, I been movin' 'em out
If Steelo with me, then he got the blues in the pouch (Yeah)
Took her to the forest, put the wood in her mouth
Bitch, don't wear no shoes in my house
The private I'm flyin' in, I never wan' fly again
I'll take my chances in traffic (Yeah)
She suckin' on dick, no hands with it
I just made the Rollie plain like a landing strip
I'm a 2020 president candidate
I done put a hundred bands on Zimmerman, shit
I been movin' real gangster, so that's why she picked a Crip
Shawty call me Crisco 'cause I pop my shit
Got it out the mud, there's nothin' you can tell me, yeah
When I had the drugs, I was street wealthy, yeah
Pullin' out the coupe at the lot
Told 'em fuck 12, fuck SWAT
Bustin' all the bells out the box
I just hit a lick with the box
Had to put the stick in the box, mmh
Pour up the whole damn seal, I'ma get lazy
I got the mojo deals, we been trappin' like the '80s
She sucked a nigga soul, gotta Cash App
Told 'em wipe a nigga nose, say slatt, slatt
I won't never sell my soul, and I can back that
And I really wanna know where you at, at339Embed",2020
Lianne La Havas,5533109,Bittersweet,https://genius.com/Lianne-la-havas-bittersweet-lyrics,"8 ContributorsBittersweet Lyrics
Mm, oh

Please stop asking, ""Do you still love me?""
Don't have much to say, let's speak in the morning
Please don't do this, I'm too far away
Don't know what to tell you, babe

No more hangin' around, oh
No more hangin' around, oh
Now my sun's goin' down, oh
Tellin' me something isn't right, something isn't right, oh

Bittersweet summer rain
I'm born again
All my broken pieces
Bittersweet summer rain
I'm born again, oh
No more hangin' around, oh
No hangin' around, oh
Oh, my sun's goin' down, oh
Tellin' me something isn't right, oh
You might also like
I slept all Friday and he couldn't get through
If we're good tomorrow, does that make it true?
Not completely, we're pickin' that fight every day
This shit's goin' nowhere, baby

Bittersweet summer rain
I'm born again
All my broken pieces
Bittersweet summer rain
I'm born again, oh
No more hangin' around, oh
No hangin' around, oh
Oh, my sun goin' down, oh
Tellin' me something isn't right, something isn't right
No hangin' around, oh
No hangin' around, oh
Oh, my sun goin' down, oh
Tellin' me something isn't right, oh, oh, oh

Bittersweet (Summer)
Oh, bittersweet summer rain
I'm born again, mm2Embed",2020
Arca,4801758,Mequetrefe,https://genius.com/Arca-mequetrefe-lyrics,"28 ContributorsTranslationsEnglishMequetrefe Lyrics

Ah

Mami quiere mequetrefe
Ella se lo merece
Mira cómo se crece
Ella vino caminando desde su casa (Ah)
Ella no toma taxi
Que la vean, que la vean en la calle
Ella no toma taxi, ni Uber ni Lyft
Que la vean, ah

Mami quiere mequetrefe
Mira cómo ella se crece, ah (Ah)
¿Y sabes qué, qué?

Tiene la personalidad
Le da, le da, le da, le da
Le da, le da, le da
Igualito, mira su pasito
Le da, le da, le da igual
Que le da igualito, mira su pasito
Que le da igualito, mira su pasito
Que le da igualito, que le da igualito
Que le da igualito, que le da igualito, que le da igua-
You might also like
Igualito, igualito, igua-, igua-, igualito
Igua-, igualito, igua-, igua-, igualito
Igua-, igualito, igua-, igua-, igualito
Igualito, igua-, igua-, igualito
Igua-, igualito, igua-, igua-, igualito
Iguali-, igua-, igua-, igualito

¿Y sabes qué, qué?
Tiene la personalidad
Le da, le da, le da, le da
Le da, le da, le da
Igualito, mira su pasito
Le da igualito, mira su pasito
Que le da igualito, mira su pasito
Que le da igualito, mira su pasito
Que le da igualito, que le da igualito
Que le da igualito, que le da igualito

Que le da igua-, igualito
Iguali-, igua-, igua-
Igua-, igualito9Embed",2020
Angel Olsen,5810146,Whole New Mess,https://genius.com/Angel-olsen-whole-new-mess-lyrics,"19 ContributorsWhole New Mess Lyrics
Won’t be long now before it’s really showing
It’s every season where it is I’m going
I stretch my bones out on the floor
I think I’ll really do the change
Oh I’ll really do the change, really do the change
Back home

Gettin’ back on track
Gettin’ back on track
When it all fades to black
I’ll be gettin’ back on track
Back to my own head
Cleared out till the time comes

Make a whole new mess again
Make a whole new mess again
Make a whole new mess
Make a whole new mess
Make a whole new mess again
Make a whole new mess
Celebrate the best
Take a photo for the press again
You might also like
It won’t be long before it’s really showing
It’s every season where it is I’m going
I stretch my bones out on the floor
I think I’ll really do the change
Oh I’ll really do the change, really do the change
Back home1Embed",2020
Run The Jewels,5561318,JU$T,https://genius.com/Run-the-jewels-ju-t-lyrics,"122 ContributorsJU$T Lyrics
Mastered economics 'cause you took yourself from squalor (Slave)
Mastered academics 'cause your grades say you a scholar (Slave)
Mastered Instagram 'cause you can instigate a follow (Shit)
Look at all these slave masters posin' on yo' dollar (Get it? Yeah)

Look at all these slave masters (Ayy) posin' on yo' dollar (Get it? Yeah)
Look at all these slave masters (Ayy)  posin' on yo' dollar (Get it?)
Look at all these slave masters (Ayy)  posin' on yo' dollar (Get it? Yeah)
Look at all these slave masters

Ayy
Business time, I'm on mine, I be mindin' mine (Make money)
Every time on my grind, I'm just tryna shine (Stay sunny)
Make a dollar, government, they want a dozen dimes (No cap)
The petty kind, might kill ya 'cause they see you shine (Stay strapped)
I done had to have a talk with myself plenty times (For real)
Am I a hypocrite 'cause I know I did plenty crimes? (Yes, I'm is)
I get broke too many times, I might slang some dimes (Back to trappin')
You believe corporations runnin' marijuana? Ooh (How that happen?)
And your country gettin' ran by a casino owner (Ooh)
Pedophiles sponsor all these fuckin' racist bastards (They do)
And I told you once befo' that you should kill your master (It's true)
Now that's the line that's probably gon' get my ass a-assassinated (Yeah-yeah, yeah)
You might also like
Master of these politics, you swear that you got options (Slave, yeah)
Master of opinion 'cause you vote with the white collar (Slave)
The Thirteenth Amendment says that slavery's abolished (Shit)
Look at all these slave masters posin' on yo' dollar (Get it?)

Look at all these slave masters (Ayy) posin' on yo' dollar (Get it? Yeah)
Look at all these slave masters (Ayy)  posin' on yo' dollar (Get it?)
Look at all these slave masters (Ayy)  posin' on yo' dollar (Get it? Yeah)
Look at all these slave masters

(Confucius say)
Man, you better duck out, get the bag and then bug out (Uh)
Try to run home, you might run your luck out
'Cause just when your bases loaded
They'll roll a grenade in the dugout (You're out)
Earth folk, not a mellow bunch
We got our thumbs in the air like Hell or bust (Uh)
Look at who we done blessed with our trust
I don't think we'll be left with too much
Hand on my heart and my mind on my drugs
Got a Vonnegut punch for your Atlas shrug
They love to not love, it's just that dumb
Lord, sweet Buddha, please make me numb
Brain bounce off walls like a sentient Roomba
Just found out his creator's stupid
Lit by the supermoon, I'm too lucid
Plus got shrooms in the blood, I'm zoomin'
Beep beep, Richie, this is New York City
The X on the map where the pain keep hitting
Just us ducks here sitting
Where murderous chokehold cops still earnin' a livin'
Funny how some say money don't matter
That's rich now, isn't it? Get it? Comedy
Try to sell a pack of smokes to get food
Get killed and it's not an anomaly
But hey, it's just money
Mastered economics 'cause you took yourself from squalor (Slave, yeah)
Mastered academics 'cause your grades say you a scholar (Slave)
Mastered Instagram 'cause you can instigate a follow (Shit, yeah)
Look at all these slave masters (Yeah-yeah)
Let it sink in (Yeah)

20/20, run the map
Raw, I'm uncut in my hourglass
Don't watch it spill to the bottom half
You see the piece, now run it fast
On the tarmac in a Starter jack
C4 when I run it back
Like a track star run a record lap?
Nah, like when his needle catch (Yeah)
Clean look, poet pugilist
A shooter's view, a Zapruder flick (Yeah)
Too rude for ya rudiments
Who convinced you you could move against the crew in this?
Comin' up through the fence
Offshore outta Port-au-Prince (Yeah)
Louverture left his fingerprints
On our hearts at the gate and the world our residence
How can we be the peace
When the beast gonna reach for the worst? (Yeah)
Tear all the flesh off the Earth
Stage set for a deafening reckoning
Quick like the pace of a verse
So I'm questioning this quest for things
As a recipe for early death threatening (Yeah)
But the breath in me is weaponry
For you, it's just money16Embed",2020
Jessy Lanza,5280729,Lick in Heaven,https://genius.com/Jessy-lanza-lick-in-heaven-lyrics,"4 ContributorsLick in Heaven Lyrics
I can't hide it
The jam is sober, don’t know what to do
Did you notice
That it goes so easily?
I can't help but over-react when I'm excited
He might try to pull me down
I slide away, moving on again

Once I’m spinning
I can't stop spinning, can't stop spinning
Once I'm spinning
I can't stop spinning, I can't stop spinning

I can't predict it
I'm gonna act out instead of look cute
I keep focus
On myself like anything
Oh!
Feeling like I’m going off-track
A sweet sighing
You don’t have to come around
I take it back, tears'll fall again
Oh yeah!
You might also like
Once I’m spinning
I can't stop spinning, can't stop spinning (I'm going all the way)
Once I’m spinning
I can't stop spinning, I can't stop spinning (I'm going all the way)
Yeah!
Oh yeah!
Yeah!
Oh yeah!

Oh yeah! (Upset)
Once I'm spinning (It's finally over)
Spinning spinning
Spinning spinning (I'm pushing all the way)
Spinning spinning
Once I'm spinning (It's finally over)
Spinning spinning
Spinning spinning (I'm pushing all the way)
Spinning spinning
Once I'm spinning (It's finally over)
Spinning spinning
Spinning spinning (I'm pushing all the way)
Spinning spinning (Spinning spinning)

Once I'm spinning
I can't stop spinning, (I can't) can't stop spinning
(I'm going all the way)
Once I'm spinning
I can't stop spinning
(I can't) I can't stop spinning
Yeah
I, I, (I can't)
Oh yeah!
I, I, (I can't)
(Oh yeah!)Embed",2020
Ka,5516583,"I Love (Mimi, Moms, Kev)",https://genius.com/Ka-i-love-mimi-moms-kev-lyrics,"26 ContributorsI Love (Mimi, Moms, Kev) Lyrics
I love (You)
I love
I love

Picked me up when I was at my lowest
Used to hardly could spell, now I'm held with the poets
That was all your doin'
Was filthy, you built me when I was all ruin
How you soaked me with compliments really helped out
Boasted all confidence in my self-doubt
Was dyin' from my thirst, you was clearly a well
It eventually made me empty, I was merely a shell
None observed, but was on the verge of crackin'
'Til you said I had a gift when you heard me rappin'
With your warm responses, I was taken aback
Former partners had me feelin' like what I was makin' was wack
Didn't offend me, saw somethin' in me I was blind to
Who knew to finish findin' me, I had to find you?
To close the thought, your support was life-savin'
Now death is minor, 'cause you got me livin' life major
I stayed forever, you make me better

I love
I love
You might also like
Since birth, when hurt and sick, only person I see
Could write a play about strength on how you work in a week
Wanted to give you the world, I saw you here strugglin'
All praise to the Father, I had you here motherin'
Sorry for the times I was bellin' in my teens
But you know I had felon in my genes
Was bad man in badlands, chasin' desire
From viewin' what you went through, I learned grace under fire
Sayin' you proud of me, the sweetest words ever
Purest soul I know, moms, you deserve better
Whatever ailments, you nursed me back to health
Defend me even when the enemy's in fact myself
Showed me love when all I seen was hate
Said I was special, to impress you, wanted to be seen as great
This my kiss and thank you for the unconditional
And though I may not see you as much, I'm always missin' you
Sacrifice was our facts of life

I love
I love

Held me down when I needed it most
Whether shoulder to cry on, or I needed the toast
And would never let me go it alone
Everybody called it the slum, but we know it as home
From where we from, we supposed to be thug
Both shared a different dream, we was closer than blood
Learned from you how to pour my heart in a song
Way ahead of your time, was just hard to get on
Ain't gon' lie, just wanted to buy houses for the fam'
Move 'em out the hood, give 'em thousands and some land
Them night sessions of eternal life lessons
That I still use today when I'm uptight, stressin'
Always said we was veteran survivors
And even though you passed, you'll forever be the livest
Was an honor to see you shine, I was blessed, son
'Cause in the end, as far as friends, you was the best one
Gave so much and behaved so clutch, I love
I love
I love
I love

What we have so much more than they see
Health, prosperity, life to you3Embed",2020
Bill Callahan,5813574,The Mackenzies,https://genius.com/Bill-callahan-the-mackenzies-lyrics,"5 ContributorsThe Mackenzies LyricsMy car broke down
In front of my house
I was turning it over and over
And an older man came runnin' out
He said, ""Don't you do that, son
You'll only make it worse
""I'll call my buddy Koji
He can fix anything
And he owes me
And my, just look at the time
It's almost beer-thirty
Ya must be thirsty
Come on inside with me
Join the family""
Inside, it seemed a place had already been laid for me
We never met before
Despite livin' next door
See, I'm the type of guy
Who sees a neighbor outside
And stays inside and hides
I'll run that errand another time
As Jack and I bonded over our love of Mel Tormé
And the early movies of Kid and Play
Brenda brought the drinks in on a tray
And said, ""For dinner, you must stay""
It was such a comfy and cozy den
And I wished that Jack would call me ""son"" again
You might also likeAfter dinner, we talked some more
Brenda stretched and quickly said
""Let me show you to your bed""
There were photos on the wall
Of a boy, maybe twenty-one or so
Leanin' against a brand new Camaro
I could tell by his eyes that he had died
Some time ago
And his room kept alive
I peeked outside through the blinds
At my house next door in the sun
Wife in the rec room
Kids'll be home from school soon
I thought, ""I'll just shut my eyes for five""
When I opened them again
Night had come
And brought two figures to the door
And they said, ""Son, it's okay
It's okay
Son
Son, we're okay
We're okay""Embed",2020
Jay Electronica,5345198,The Neverending Story,https://genius.com/Jay-electronica-the-neverending-story-lyrics,"100 ContributorsThe Neverending Story Lyrics
Have you ever heard the tale of
The noblest of gentlemen who rose up from squalor?
Tall, dark, and decked out in customary regalia
Smellin' like paraphernalia
Hailin' from the home of Mahalia
His uptown smile was gold like a Frankie Beverly day
His favorite song from Prince was not ""Raspberry Beret""
It was ""Sometimes It Snows In April""
He was brought up by the faithful
In the cage of every unclean bird, ungrateful and hateful
The legend of the clandestine reverend from the Bricks
With the master's grip to pull the sleeping giant out the ditch
And I ain't even have to wiggle my nose like Bewitched
I just up-shift to six, convert the V4 to a broomstick
Though I tarry through the valley of death, my Lord give me pasture
If you want to be a master in life, you must submit to a master
I was born to lock horns with the Devil at the brink of the hereafter
Me, the socket, the plug, and universal adapter
The prodigal son who went from his own vomit
To the top of the mountain with five pillars and a sonnet
The autobiography read Quranic
Spread love like Kermit the Frog, that permeate the fog
I'm at war like the Dukes of Hazzard against the Bosses of the Hogs
Gip-Gip-Giggity, Alchemist put the icing on the soliloquy
Let it be forever known that I niced up to pen something considerably
Jay Electollah Flomeini mainly is support mainly
The fatwa he issued on al-Shayṭān was delivered plainly
It's the day of Qiyāmah
To the believers, I bring you tidings of joy
But if you want beef, I'll filet mignon ya
You could catch me bummy as fuck or decked out in designer
On I-10 West to the desert, on a Diavel like a recliner
Listen to everything from a lecture
From the Honorable Minister Louis Farrakhan
To Serge Gainsbourg or Madonna or a podcast on piranhas
What a time we livin' in, just like the scripture says
Earthquakes, fires, and plagues, the resurrection of the dead
You might also like
I'm a miracle born with imperial features
I'm a page turner, sage burner, Santeria
Chongón, December baby, my Orishas
Saint Hov, story takes place in ancient Egypt
They'll cut off the nose to spite their face, they'll steal ya Jesus
I can't tell Hattie White that blue-eyed version is make believe stuff
She throw me out the house, say, ""Ye deliver us from this heathen""
I say that to Ms. Tina, she'll sneeze at sun, her photic reflex
They both had straightening combs, little did they know
I hold the heat next
Neither tool can be used to fix our defects
P.S. we born perfect, fuck all the B.S
Everybody wanna be us for real, we just gotta see us
Insha'Allah

I tried to turn a page, over a zillion times10Embed",2020
The Chicks,4889106,Gaslighter,https://genius.com/The-chicks-gaslighter-lyrics,"34 ContributorsTranslationsFrançaisTürkçeGaslighter Lyrics
Gaslighter, denier
Doin' anything to get your ass farther
Gaslighter, big timer
Repeating all of the mistakes of your father

We moved to California and we followed your dreams
I believed in the promises you made to me
Swore that night 'til death do us part
But you lie-lie-lie-lie-lied
Hollywood welcomed you with open doors
No matter what they gave you, you still wanted more
Acting all above it when our friends divorced
What a lie-lie-lie-lie-lie
You're such a

Gaslighter, denier
Doin' anything to get your ass farther
Gaslighter, big timer
Repeating all of the mistakes of your father
Gaslighter, you broke me
You're sorry, but where's my apology?
Gaslighter, you liar
You might also like
You thought I wouldn't see it if you put it in my face
Give you all my money, you'll gladly walk away
You think it's justifiable, I think it's pretty cruel
And you know you lie best when you lie to you
'Cause, boy, you know exactly what you did on my boat
And, boy, that's exactly why you ain't comin' home
Save your tired stories for your new someone else
'Cause they're lie-lie-lie-lie-lies
Look out, you little

Gaslighter, denier
Doin' anything to get your ass farther (Ooh)
Gaslighter, big timer
Repeating all of the mistakes of your father
Gaslighter, you broke me
You're sorry, but where's my apology?
Gaslighter, you liar

Just had to start a fire, had to start a fire
Couldn't take yourself on a road a little higher
Had to burn it up, had to tear it down
Tried to say I'm crazy, babe, we know I'm not crazy, that's you
Gaslighting
You're a li-li-li-liar
Oh, honey, that's you
Gaslighting
You made your bed and then your bed caught fire
Gaslighter, I'm your mirror
Standin' right here until you can see how you broke me
Yeah, I'm broken
You're still sorry, and there's still no apology

Gaslighter, denier (Yeah)
Doin' anything to get your ass farther (Ooh)
Gaslighter, big timer
Repeating all of the mistakes of your father (Gaslighter)
Gaslighter, you broke me
You're sorry, but where's my apology?
Gaslighter, you liar3Embed",2020
