artist,song_id,title,url,lyrics,Lyrics_Processed,Sentiment of lyrics
Tito Double P & Peso Pluma,10773004,DOS DÍAS,https://genius.com/Tito-double-p-and-peso-pluma-dos-dias-lyrics,"4 ContributorsTranslationsEnglishDOS DÍAS Lyrics

Un, dos, tres
Un, dos, tres

Unos tragos pa' la panza
Ese periquito, la neta, nomás no se baja
Ando atravesado porque no me dices qué pasa
Dos días enojada, dos días que no me habla'
Otra de tus payasadas
Yo aquí con los panas y tú siempre de exagerada
Cuando dices ""te quiero"", mija, nomás no te creo nada
Todo lo que planeaba se nos fue a la chingada

Mira en qué me convertí
Me encantan las pacas, me mama el dinero
Baby, yo te lo advertí
Que estando solito yo era un cagadero
No fui yo, sino por ti
Quе me hice adicto a andar en еsta loquera
Guacha lo que conseguí
Un chingo de culos y ni uno me llena
You might also like
Ay, mamá
Tito Double P, ah
Así suena la puta Doble P, compa Tito
Ay-ay-ay
Chau

El polvo ya ni me pasa
Me contestas a medias, mi niña, ya dime qué tranza
Me acordé de las noches que chingamos allá en tu sala
Pues pasé por tu casa y saludé a tu mamá

Mira en qué me convertí
Me encantan las pacas, me mama el dinero
Baby, yo te lo advertí
Que estando solito yo era un cagadero
No fui yo, sino por ti
Que me hice adicto a andar en esta loquera
Guacha lo que conseguí
Un chingo de culos y ni uno me llenaEmbed",un dos tres un dos tres unos tragos pa la panza ese periquito la neta nomás se baja ando atravesado porque dices qué pasa dos días enojada dos días que habla otra de tus payasadas yo aquí con los panas tú siempre de exagerada cuando dices te quiero mija nomás te creo nada todo lo que planeaba se nos fue la chingada mira en qué convertí encantan las pacas mama el dinero baby yo te lo advertí que estando solito yo era un cagadero fui yo sino por ti quе hice adicto andar en еsta loquera guacha lo que conseguí un chingo de culos ni uno llena might also like ay mamá tito double p ah así suena la puta doble p compa tito ayayay chau el polvo ya ni pasa contestas medias mi niña ya dime qué tranza acordé de las noches que chingamos allá en tu sala pues pasé por tu casa saludé tu mamá mira en qué convertí encantan las pacas mama el dinero baby yo te lo advertí que estando solito yo era un cagadero fui yo sino por ti que hice adicto andar en esta loquera guacha lo que conseguí un chingo de culos ni uno llena,"{'neg': 0.0, 'neu': 0.988, 'pos': 0.012, 'compound': 0.3612}"
mgk & Jelly Roll,10386004,Lonely Road,https://genius.com/Mgk-and-jelly-roll-lonely-road-lyrics,"16 ContributorsLonely Road Lyrics
Lonely road
Take me home
Take me home
Lonely road

I'ma go downtown
Ain't been in a long time
I'm takin' back Sundays
Since you took away my life (Since you took away my life)
There's some things that I know now (Mm)
Couple songs that I'd rewrite (Yeah)
Start over like Mondays
Pourin' strong on a weeknight (Mm)

See, I hear the devil wears Prada, but I couldn't read the tags
And your horns started showin' when I seen you mad
But I'll wait for you 'cause this is not the face I knew
I probably could've saved us, but instead, I let us crash
'Cause I don't trust no one to love me back, but shе say, ""I do""
And this is not the place for you

Lonely road, takе me home
To the place that we went wrong
Where'd you go now?
It's been a ghost town
And I'm still here all alone
You might also like
When the days feel long and the nights get cold
And I'm thousands of miles away (Ah-ah-ah)
I use alcohol just to fill that hole
Will our home ever be the same?

I hear the devil wears Prada, but I couldn't read the tags
And your horn started showin' when I see you mad
But I'll wait for you 'cause this is not the face I knew
And I probably could've saved us, but instead, I let us crash
'Cause I don't trust no one to love me back, but you say, ""I do""
And this is not the place for you

Lonely road, take me home
To the place that we went wrong
Where'd you go now?
It's been a ghost town
And I'm still here all alone

And if you could salvage my soul
Would you sacrifice this life to not die alone?
'Cause even a palace ain't home without you
So I might leave here soon, but I wanna leave you this song
(Hey)
Lonely road (Lonely road)
Take me home (Won't you take me home?)
To the place (To the place) that we went wrong
Where'd you go now? (Where'd you go now?)
It's been a ghost town
And I'm still here (I'm still here) all alone

(This lonely road) Yeah, I'm on this road now
(This lonely road) Feeling so alone
Take me home
(This lonely road) Mm, I'm on this road now
(This lonely road) Feeling so alone
Take me home, mm4Embed",lonely road take home take home lonely road ima go downtown aint long time im takin back sundays since took away life since took away life theres things know mm couple songs id rewrite yeah start like mondays pourin strong weeknight mm see hear devil wears prada couldnt read tags horns started showin seen mad ill wait cause face knew probably couldve saved us instead let us crash cause dont trust one love back shе say place lonely road takе home place went wrong whered go ghost town im still alone might also like days feel long nights get cold im thousands miles away ahahah use alcohol fill hole home ever hear devil wears prada couldnt read tags horn started showin see mad ill wait cause face knew probably couldve saved us instead let us crash cause dont trust one love back say place lonely road take home place went wrong whered go ghost town im still alone could salvage soul would sacrifice life die alone cause even palace aint home without might leave soon wanna leave song hey lonely road lonely road take home wont take home place place went wrong whered go whered go ghost town im still im still alone lonely road yeah im road lonely road feeling alone take home lonely road mm im road lonely road feeling alone take home mm,"{'neg': 0.319, 'neu': 0.602, 'pos': 0.079, 'compound': -0.9967}"
Sabrina Carpenter,10628613,Good Graces,https://genius.com/Sabrina-carpenter-good-graces-lyrics,"53 ContributorsTranslationsTiếng ViệtPolskiEspañolСрпскиPortuguêsItalianoМакедонскиDeutschไทย / Phasa ThaiFrançais中文CatalàTürkçeБеларускаяУкраїнськаРусскийΕλληνικάGood Graces Lyrics
(I won't give a fuck about you)
Oh, mm
(I won't give a fuck about you)
Mm

When I love you, I'm sweet like an angel
Drawin' hearts 'round our names
And dreamin' of writing vows, rockin' cradles
Don't mistake my nice for naive

I don't waste a second, I know lots of guys
You do somethin' suspect, this cute ass bye-bye
Like, ooh
Baby, you say you really like it being mine?
So let me give you some advice

Boy, it's not that complicated
You should stay in my good graces
Or I'll switch it up like that so fast
'Cause no one's more amazin'
At turnin' lovin' into hatred
Boy, it's not that complicated
You should stay in my good graces
Or I'll switch it up like that (Like that) so fast (So fast)
'Cause no one's more amazin'
At turnin' lovin' into hatred
See Sabrina Carpenter LiveGet tickets as low as $90You might also like
I won't give a fuck about you
I won't give a fuck about you
I won't give a fuck about you
That was cool
I won't give a fuck about you (Oh)
I won't give a fuck about you
I won't give a fuck about you
Yeah

I'll tell the world you finish your chores prematurely
Break my heart and I swear I'm movin' on
With your favorite athlete
Shoot his shot every night

Want you every second, don't need other guys
You do somethin' sus, kiss my cute ass bye

Boy, it's not that complicated
You should stay in my good graces (Ah)
Or I'll switch it up like that so fast
'Cause no one's more amazin' (Amazin')
At turnin' lovin' into hatred
Boy, it's not that complicated (No)
You should stay in my good graces (Ah)
Or I'll switch it up like that (Like that) so fast (So fast)
'Cause no one's more amazin'
At turnin' lovin' into hatred
I won't give a fuck about you
I won't give a fuck about you
I won't give a fuck about you
Oh, no
I won't give a fuck about you (Oh)
I won't give a fuck about you
I won't give a fuck about you
Oh

No, I won't
I won't give a fuck about you, no, I won't
(I won't, I won't, I won't)
No, I won't
I won't give a fuck about you, no, I won't
(I won't, I won't, I won't)7Embed",wont give fuck oh mm wont give fuck mm love im sweet like angel drawin hearts round names dreamin writing vows rockin cradles dont mistake nice naive dont waste second know lots guys somethin suspect cute ass byebye like ooh baby say really like mine let give advice boy complicated stay good graces ill switch like fast cause ones amazin turnin lovin hatred boy complicated stay good graces ill switch like like fast fast cause ones amazin turnin lovin hatred see sabrina carpenter liveget tickets low might also like wont give fuck wont give fuck wont give fuck cool wont give fuck oh wont give fuck wont give fuck yeah ill tell world finish chores prematurely break heart swear im movin favorite athlete shoot shot every night want every second dont need guys somethin sus kiss cute ass bye boy complicated stay good graces ah ill switch like fast cause ones amazin amazin turnin lovin hatred boy complicated stay good graces ah ill switch like like fast fast cause ones amazin turnin lovin hatred wont give fuck wont give fuck wont give fuck oh wont give fuck oh wont give fuck wont give fuck oh wont wont give fuck wont wont wont wont wont wont give fuck wont wont wont wont,"{'neg': 0.162, 'neu': 0.466, 'pos': 0.372, 'compound': 0.9956}"
BossMan Dlow,9837610,Shake Dat Ass (Twerk Song),https://genius.com/Bossman-dlow-shake-dat-ass-twerk-song-lyrics,"8 ContributorsShake Dat Ass (Twerk Song) Lyrics
Uh
Yeah
Big Za

I'm a gettin'-money-ass nigga
And I ain't chasin' shit unless it's money and liquor
Naw, I ain't no referee, but she know I'm official
She got both asscheeks bouncin', that's double dribble
That ass perfect, baby
I love the way you bend it over and twerk it, baby
You know you doin' that shit on purpose, baby
That pussy wetter than some water,  let me surf it, baby

He don't like me, but his bitch love me
Got kicked out the house at fourteen, I was still thuggin'
She ate that dick so much, her knee ugly
He know I fucked the bitch, he seen me and be mean muggin'
Uh, that shit don't mean nothin'
You play with me and you know how my team comin'
Ayy, that ass sit up better than two bunkbeds
Oh, she thick, thick, she eat her cornbread
Yeah, yeah, that shit there homemade
She get on her knees and make that ass go both ways
She mix Patrón with the OJ
She mix Amiri with the Dolce
If he can't buy you Dior, then he pi-or
Or maybe you just a basic bitch
Keep a—, nigga play, spray the bitch
I'm so clean, look at me, take a pic
I got bands in my pants, I'm so lit
I'm pullin' up foreign truck, five percent
That ass natural, I gotta have it, look how it sit
Get on your ass, she gon' crash 'bout that dick
She talkin' to me like she like me or somethin'
Bae, bend that ass over like you hikin' or somethin'
She wanna fuck me and her friend like she dykin' or somethin'
Oh, just do it to me, baby, like this Nike or somethin'
She talkin' to me like she like me or somethin'
Bae, bend that ass over like you hikin' or somethin'
She wanna fuck me and her friend like she dykin' or somethin'
Oh, just do it to me, baby, like this Nike or somethin'
You might also like
I'm a gettin'-money-ass nigga
And I ain't chasin' shit unless it's money and liquor
Naw, I ain't no referee, but she know I'm official
She got both asscheeks bouncin', that's double dribble
That ass perfect, baby
I love the way you bend it over and twerk it, baby
You know you doin' that shit on purpose, baby
That pussy wetter than some water, let me surf it, baby

That ass perfect, baby
That shit perfect, baby
Oh, I love the way you twerk it, baby
That shit perfect, baby
Slow motion, baby
Wanna see you bust it open, baby
That ass perfect, baby
That shit perfect, baby

I'm a gettin'-money-ass nigga
And I ain't chasin' shit unless it's money and liquor
Naw, I ain't no referee, but she know I'm official
She got both asscheeks bouncin', that's double dribble
That ass perfect, baby
I love the way you bend it over and twerk it, baby
You know you doin' that shit on purpose, baby
That pussy wetter than some water, let me surf it, babyEmbed",uh yeah big za im gettinmoneyass nigga aint chasin shit unless money liquor naw aint referee know im official got asscheeks bouncin thats double dribble ass perfect baby love way bend twerk baby know doin shit purpose baby pussy wetter water let surf baby dont like bitch love got kicked house fourteen still thuggin ate dick much knee ugly know fucked bitch seen mean muggin uh shit dont mean nothin play know team comin ayy ass sit better two bunkbeds oh thick thick eat cornbread yeah yeah shit homemade get knees make ass go ways mix patrón oj mix amiri dolce cant buy dior pior maybe basic bitch keep nigga play spray bitch im clean look take pic got bands pants im lit im pullin foreign truck five percent ass natural gotta look sit get ass gon crash bout dick talkin like like somethin bae bend ass like hikin somethin wanna fuck friend like dykin somethin oh baby like nike somethin talkin like like somethin bae bend ass like hikin somethin wanna fuck friend like dykin somethin oh baby like nike somethin might also like im gettinmoneyass nigga aint chasin shit unless money liquor naw aint referee know im official got asscheeks bouncin thats double dribble ass perfect baby love way bend twerk baby know doin shit purpose baby pussy wetter water let surf baby ass perfect baby shit perfect baby oh love way twerk baby shit perfect baby slow motion baby wanna see bust open baby ass perfect baby shit perfect baby im gettinmoneyass nigga aint chasin shit unless money liquor naw aint referee know im official got asscheeks bouncin thats double dribble ass perfect baby love way bend twerk baby know doin shit purpose baby pussy wetter water let surf baby,"{'neg': 0.212, 'neu': 0.52, 'pos': 0.268, 'compound': 0.9822}"
Addison Rae,10731051,Diet Pepsi,https://genius.com/Addison-rae-diet-pepsi-lyrics,"53 ContributorsTranslationsEspañolPortuguêsDiet Pepsi Lyrics
My boy's a winner, he loves the game
My lips reflect off his cross gold chain
I like the way he's telling me
My ass looks good in these ripped blue jeans
My cheeks are red like cherries in the spring
Body's a work of art you'd die to see

Untouched, XO
Young lust, let's— (Ah)

When we drive in your car, I'm your baby (So sweet)
Losing all my innocence in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backsеat
When we drive in your car, I'm your baby (So sweet)
Losing all my innocеnce in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backseat

Break all the rules 'til we get caught
Fog up the windows in the parking lot
Summer love (Ah, ah), sexy
Sitting on his lap, sippin' Diet Pepsi
I write my name with lipstick on your chest
I leave a mark so you know I'm the best
You might also like
Untouched (Untouched), XO (XO)
Young lust, let's go (Ah)

When we drive in your car, I'm your baby (So sweet)
Losing all my innocence in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backseat
When we drive in your car, I'm your baby (So sweet)
Losing all my innocence in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backseat

When we—
I'm your baby
I'm your baby
When we—
(XO)

When we drive in your car, I'm your baby (So sweet)
Losing all my innocence in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backseat (Ah)
When we drive in your car, I'm your baby (So sweet)
Losing all my innocence in the backseat
Say you love, say you love, say you love me (Love me)
Losing all my innocence in the backseat
Untouched
Young lust
XO
Let's go3Embed",boys winner loves game lips reflect cross gold chain like way hes telling ass looks good ripped blue jeans cheeks red like cherries spring bodys work art youd die see untouched xo young lust lets ah drive car im baby sweet losing innocence backseat say love say love say love love losing innocence backsеat drive car im baby sweet losing innocеnce backseat say love say love say love love losing innocence backseat break rules til get caught fog windows parking lot summer love ah ah sexy sitting lap sippin diet pepsi write name lipstick chest leave mark know im best might also like untouched untouched xo xo young lust lets go ah drive car im baby sweet losing innocence backseat say love say love say love love losing innocence backseat drive car im baby sweet losing innocence backseat say love say love say love love losing innocence backseat im baby im baby xo drive car im baby sweet losing innocence backseat say love say love say love love losing innocence backseat ah drive car im baby sweet losing innocence backseat say love say love say love love losing innocence backseat untouched young lust xo lets go,"{'neg': 0.114, 'neu': 0.377, 'pos': 0.509, 'compound': 0.9993}"
Post Malone,10061689,Guy For That,https://genius.com/Post-malone-guy-for-that-lyrics,"35 ContributorsTranslationsPolskiPortuguêsDeutschEspañolGuy For That Lyrics
I got a guy designin' my rifle
My mama's new boyfriend re-binds bibles
Ricky down the road, he resoles Red Wings
Hell, I got a guy for every damn thing
Oh, that ain't exactly what I'm lookin' for
'Cause I'm lookin' for

Someone to put her tires back in the drive
And if they don't, then I just might
Lose what's left of my never-lovin' mind
I'm damn near down to my last dime
I'm pretty good at breakin' down a heart
But pickin' up the pieces is the hard part
She's searchin' for someone who's gonna build it back
But I ain't got a guy for that

Ain't got a guy for that, ain't got a guy for that
Ain't got a guy for that

Know a VIP up at MIT
And he still won't lеt me fly the time machinе
Someone to turn back the hands on my new AP
But, buddy, what I really need
See Post Malone LiveGet tickets as low as $78You might also like
Is someone to put her tires back in the drive
And if they don't, then I just might
Lose what's left of my never-lovin' mind
I'm damn near down to my last dime
I'm pretty good at breakin' down a heart
But picking up the pieces is the hard part
She's searchin' for someone who's gonna build it back
But I ain't got a guy for that

Ain't got a guy for that, ain't got a guy for that (Guy for that)
Ain't got a guy, I ain't got a guy for that
Ain't got a guy for that, ain't got a guy for that
Ain't got a guy, I ain't got a guy for that5Embed",got guy designin rifle mamas new boyfriend rebinds bibles ricky road resoles red wings hell got guy every damn thing oh aint exactly im lookin cause im lookin someone put tires back drive dont might lose whats left neverlovin mind im damn near last dime im pretty good breakin heart pickin pieces hard part shes searchin someone whos gonna build back aint got guy aint got guy aint got guy aint got guy know vip mit still wont lеt fly time machinе someone turn back hands new ap buddy really need see post malone liveget tickets low might also like someone put tires back drive dont might lose whats left neverlovin mind im damn near last dime im pretty good breakin heart picking pieces hard part shes searchin someone whos gonna build back aint got guy aint got guy aint got guy guy aint got guy aint got guy aint got guy aint got guy aint got guy aint got guy,"{'neg': 0.095, 'neu': 0.784, 'pos': 0.121, 'compound': 0.711}"
Jelly Roll,10469769,Liar,https://genius.com/Jelly-roll-liar-lyrics,"8 ContributorsTranslationsУкраїнськаLiar Lyrics
I, I let you drive around my mind
I can't count the times you made me feel like I'm nothin'
Played me like a fool, like a fool

Saying, ""Drink another whiskey
Pop another pill
Money makes you happy
Heaven isn't real
You won't find nobody to love
Because your heart's too broke""
Now I know

You ain't nothin' but a liar
Yeah, I walk right out the fire
Yeah, you try to keep me down
Try to put me underground
But I'm only going higher
I can hear you in my head
In my bed when I'm dreaming
You try to be my friend
But you're blowing smoke
Oh, and now, I ain't scared of
Tellin' you where you can go
'Cause I know
You're nothing but a liar
See Jelly Roll LiveGet tickets as low as $38You might also like
You burned me one too many times
Like a devil in disguise, hiding your true colors
Just leave me alone
Keep leading me on

Saying, ""Drink another whiskey
Pop another pill
Money makes you happy
Heaven isn't real
You won't find nobody to love
Because your heart's too broke""
Now I know

You ain't nothin' but a liar
Yeah, I walk right out the fire
Yeah, you try to keep me down
Try to put me underground
But I'm only going higher
I can hear you in my head
In my bed when I'm dreaming
You try to be my friend
But you're blowing smoke
Oh, and now, I ain't scared of
Tellin' you where you can go
'Cause I know
You're nothing but a liar
If I was doin' what you do
Then you would swear I poisoned you

You're nothing but a liar (Liar)
Yeah, I walk right out the fire (Fire)
Yeah, you try to keep me down
Try to put me underground
But I'm only going higher
I can hear you in my head
In my bed when I'm dreaming
You try to be my friend
But you're blowing smoke
Oh, and now, I ain't scared of
Tellin' you where you can go
'Cause I know
You're nothing but a liarEmbed",let drive around mind cant count times made feel like im nothin played like fool like fool saying drink another whiskey pop another pill money makes happy heaven isnt real wont find nobody love hearts broke know aint nothin liar yeah walk right fire yeah try keep try put underground im going higher hear head bed im dreaming try friend youre blowing smoke oh aint scared tellin go cause know youre nothing liar see jelly roll liveget tickets low might also like burned one many times like devil disguise hiding true colors leave alone keep leading saying drink another whiskey pop another pill money makes happy heaven isnt real wont find nobody love hearts broke know aint nothin liar yeah walk right fire yeah try keep try put underground im going higher hear head bed im dreaming try friend youre blowing smoke oh aint scared tellin go cause know youre nothing liar doin would swear poisoned youre nothing liar liar yeah walk right fire fire yeah try keep try put underground im going higher hear head bed im dreaming try friend youre blowing smoke oh aint scared tellin go cause know youre nothing liar,"{'neg': 0.212, 'neu': 0.539, 'pos': 0.249, 'compound': 0.9333}"
Rod Wave,10972425,The Best,https://genius.com/Rod-wave-the-best-lyrics,"10 ContributorsThe Best Lyrics
Hold up, my brother, don't forget
Hold up, my sister, just enough (There's a master plan)
There is a master plan in store for you
If you just make it through (God)
God's gonna realize all your mind (He's gonna make it)
He's gonna make it worth your time (For all the trouble)
For all of the trouble you've been through (What make a nigga the best? Come on)
The best, in trouble just for you (Ayy, you know, word around town, I'm the, guess what?)
The best

I'm the best, B-E-S-T
I be in Kentucky getting money like I'm EST
I can land in Memphis, make a million like I'm PRE
Baby, I'm that nigga where I'm from and where you be
She said, ""Where you at?"" I'm at the top where it's lonely
Watching film, yeah, I'm scoping
In the game, plus I'm coaching
Pass the ball, coach, I'm open
Coach, I'm open, niggas in the way
I'm just tryna get the pape'
My trap jumping like Chick-fil-A, but we open on Sundays
I was pressing my mixtapes when niggas was getting they lunch trays
On the block with my cousin all night 'til the sun came
I can go to Milwaukee, arena more packed than a Bucks game
Know I'm five times platinum, and I'm going for my sixth ring
And I'm going for my, huh
See Rod Wave LiveGet tickets as low as $80You might also like
You know the best is yet to come
Oh my God, something, something ain't, I'm saying though
It's some shit you never seen
It's some shit you, it's just some things you never seen
Yeah, come close, come close
Yes, tha-thank you
Youngin, uh, I can
Aight, bruh, ayy, listen, no shade
I can go to Milwaukee, bro, and I probably could sell more tickets than the Bucks can
You know what I'm talking 'bout?
Oh, uh, I thank God for it, uh, uh

The best
Yeah, let your soul fly (Has yet, the best, to come)
Feel this God and gospel (The best)
Yeah, yeah, yeah (Pray for love, the best)
The best has yet to come (With your beautiful mind, the best)
Yeah, let your soul fly (Has yet, the best, to come)
Feel this God and gospel (The best)
Yeah, yeah, yeah (Pray for love, the best)
The best has yet to come (With your beautiful mind)Embed",hold brother dont forget hold sister enough theres master plan master plan store make god gods gonna realize mind hes gonna make hes gonna make worth time trouble trouble youve make nigga best come best trouble ayy know word around town im guess best im best best kentucky getting money like im est land memphis make million like im pre baby im nigga im said im top lonely watching film yeah im scoping game plus im coaching pass ball coach im open coach im open niggas way im tryna get pape trap jumping like chickfila open sundays pressing mixtapes niggas getting lunch trays block cousin night til sun came go milwaukee arena packed bucks game know im five times platinum im going sixth ring im going huh see rod wave liveget tickets low might also like know best yet come oh god something something aint im saying though shit never seen shit things never seen yeah come close come close yes thathank youngin uh aight bruh ayy listen shade go milwaukee bro probably could sell tickets bucks know im talking bout oh uh thank god uh uh best yeah let soul fly yet best come feel god gospel best yeah yeah yeah pray love best best yet come beautiful mind best yeah let soul fly yet best come feel god gospel best yeah yeah yeah pray love best best yet come beautiful mind,"{'neg': 0.086, 'neu': 0.507, 'pos': 0.407, 'compound': 0.9987}"
The Kid LAROI,8414440,NIGHTS LIKE THIS,https://genius.com/The-kid-laroi-nights-like-this-lyrics,"65 ContributorsTranslationsDeutschTürkçeEspañolNIGHTS LIKE THIS Lyrics
Hold my hand until we turn to ashes
Love me 'til they put me in my casket
I got all these feelings that I'm maskin'
Can I lay it on you? That's what I'm askin'
Red wine kissing in the house that your parents
Got for you, rented, how'd you forget it?
I think about you and nothin' else
So if you would just come over, I could show you for myself

And it's nights like this when I need your love
When I need someone that'll heal my soul
It's nights like this
Nights like, nights like this, ooh, ooh

Nights like this
Ooh, ooh

And it's nights like this when I need your love
When I need someone that'll heal my soul
It's nights like this
Nights like, nights likе this, ooh, oohSee The Kid LAROI LiveGet tickets as low as $50You might also like8Embed",hold hand turn ashes love til put casket got feelings im maskin lay thats im askin red wine kissing house parents got rented howd forget think nothin else would come could show nights like need love need someone thatll heal soul nights like nights like nights like ooh ooh nights like ooh ooh nights like need love need someone thatll heal soul nights like nights like nights likе ooh oohsee kid laroi liveget tickets low might also like,"{'neg': 0.037, 'neu': 0.574, 'pos': 0.389, 'compound': 0.9891}"
Moneybagg Yo,7638042,WHISKEY WHISKEY,https://genius.com/Moneybagg-yo-whiskey-whiskey-lyrics,"24 ContributorsWHISKEY WHISKEY Lyrics
Another shot, she'll love me again
(Run that back, Turbo)
Haha, make it a double

Whiskey, whiskey, won’t you go away?
Come again some other day
'Cause her memory came out to play
And I'm tired of it, tired of it
I don’t wanna wonder where she been (Where she at?)
She was here, now she gone again (Need her back)
Now it's me and all my whiskey friends
And I'm tired of it (Hey), tired of it (Yeah, speak)

Dark brown skin, caught eye contact while walkin' in (On the walk up)
Perfect timing, get beside me, now we lockin' in (Linked in)
She like, ""Tell me how you want it, on the rocks again (What else?)
Lil' salt around the rim (Okay), filled to the top again?"" (Let's go)
Fell back, now I'm back in it
Del Dia shots got me sinning
Big racks, but these jeans skinny
Plain Richard Mille square business (Boss)
See me in the club two-steppin’
Diamonds ’round my neck square-dancing
You done made a gangster romantic
Fiendin' for your love, I’m an addict (Ayy)
So addicted, ain't nothin' we can do about it (Nah)
Country motherfucker, I say, ""What's up?"" she say, ""Howdy"" (Howdy)
Call you my lil’ cowgirl how you ride it like a stallion (Uh, uh)
Don't know why I love it
Can't get tired of it (I'm on you bad)
You might also like
Whiskey, whiskey, won't you go away?
Come again some other day
'Cause her memory came out to play
And I'm tired of it, tired of it
I don't wanna wonder where she been (Where she at?)
She was here, now she gone again (Need her back)
Now it's me and all my whiskey friends
And I'm tired of it, tired of it

Put you up and hide you on the shelf, I swear I'm through with you
You so hard to leave alone, it's always something new with you
Ain't no way to get her gone, gone, gone
So I guess I'm gonna tie one on
She's so cold, I had to go and pour you over ice
Way you got me locked down, you'd think whiskey was my wife
You so good, I had to take you home and hit it twice
Two of you gon' keep me up all night

Whiskey, whiskey, won't you go away?
Come again some other day
'Cause her memory came out to play
And I'm tired of it, tired of it
I don't wanna wonder where she been (Where she at?)
She was here, now she gone again (Need her back)
Now it's me and all my whiskey friends
And I'm tired of it, tired of it
And I'm tired of it, tired of itEmbed",another shot shell love run back turbo haha make double whiskey whiskey go away come day cause memory came play im tired tired wanna wonder gone need back whiskey friends im tired hey tired yeah speak dark brown skin caught eye contact walkin walk perfect timing get beside lockin linked like tell want rocks else lil salt around rim okay filled top lets go fell back im back del dia shots got sinning big racks jeans skinny plain richard mille square business boss see club twosteppin diamonds round neck squaredancing done made gangster romantic fiendin love addict ayy addicted aint nothin nah country motherfucker say whats say howdy howdy call lil cowgirl ride like stallion uh uh dont know love cant get tired im bad might also like whiskey whiskey wont go away come day cause memory came play im tired tired dont wanna wonder gone need back whiskey friends im tired tired put hide shelf swear im hard leave alone always something new aint way get gone gone gone guess im gonna tie one shes cold go pour ice way got locked youd think whiskey wife good take home hit twice two gon keep night whiskey whiskey wont go away come day cause memory came play im tired tired dont wanna wonder gone need back whiskey friends im tired tired im tired tired,"{'neg': 0.199, 'neu': 0.608, 'pos': 0.193, 'compound': -0.1788}"
